season,week,celebrity,fan_share_mean,fan_share_std,base_component,casual_component,model_confidence
8,5,Lawrence Taylor,0.12328565305224529,0.037254920245180616,0.19504957449425459,0.022571084090153824,0.072
8,5,Ty Murray,0.10156159675817511,0.03995854052286666,0.14235279800210054,0.034360512851908574,0.072
8,5,Shawn Johnson,0.14437715522650138,0.08086894332993347,0.21768873390723795,0.03231498215211353,0.072
8,5,Chuck Wicks,0.11571758108342751,0.039125219153748246,0.17317232214230865,0.03325971617364482,0.072
8,5,Lil' Kim,0.10398541556565477,0.060317798868090494,0.15638862244298818,0.03374018723670737,0.072
8,5,Steve-O,0.15433303071442672,0.039754291415149974,0.24407111195141937,0.030595932421376655,0.072
8,5,Melissa Rycroft,0.09201794942252457,0.04717810143161538,0.14263840033622166,0.026699320136702946,0.072
8,6,Gilles Marini,0.15681233662765603,0.05543304461289327,0.2560870242281062,0.03692964244823396,0.126
8,6,Lawrence Taylor,0.1301077743679469,0.046786177594993726,0.2074234858408344,0.02399999608367057,0.126
8,6,Ty Murray,0.14110176146513093,0.05235102682801514,0.21394521356896962,0.030779495242028575,0.126
8,6,Shawn Johnson,0.14167031269652994,0.07837596289798306,0.22776114933962938,0.032855131769374726,0.126
8,6,Chuck Wicks,0.1377150416422559,0.045160177584545776,0.21525840298289442,0.04484339100551886,0.126
8,6,Lil' Kim,0.09161767782776778,0.05194827484159164,0.1307366210006746,0.03095994856910375,0.126
8,6,Steve-O,0.07647514132053818,0.020410540345775663,0.10911966593846432,0.03272010962844858,0.126
8,6,Melissa Rycroft,0.12449995405217436,0.0576715252321811,0.17652400210285457,0.0457288255219784,0.126
8,7,Gilles Marini,0.15674736570515097,0.05667976722803192,0.24030985423318266,0.03452179541669297,0.212
8,7,Lawrence Taylor,0.0662719395209125,0.027482199314263597,0.08994282848825862,0.02418623383392178,0.212
8,7,Ty Murray,0.1778792947312879,0.061152638253785446,0.24722812845908512,0.03921153504294217,0.212
8,7,Shawn Johnson,0.12207553625807603,0.06687065821385263,0.19121137491830117,0.029550037475472794,0.212
8,7,Chuck Wicks,0.15106500379292823,0.047297540292074634,0.20755853053102158,0.05195209001000266,0.212
8,7,Lil' Kim,0.13577766598426236,0.05863545224218054,0.1932370832493779,0.020926595062250183,0.212
8,7,Melissa Rycroft,0.19018319400738196,0.06240154444704093,0.23852905458257564,0.06577458546560763,0.212
8,8,Gilles Marini,0.1504627592748294,0.051982767704429444,0.17147069726021003,0.047541629723452064,0.18
8,8,Ty Murray,0.2056274641354867,0.047638305677680196,0.23463231238467155,0.05812934303125641,0.18
8,8,Shawn Johnson,0.14362432246246146,0.04983533402497692,0.17952841041750184,0.028414119454042437,0.18
8,8,Chuck Wicks,0.07418246074741669,0.029099333746843647,0.05742754372464176,0.05047232832157035,0.18
8,8,Lil' Kim,0.20023997589576628,0.05995843636203592,0.27010438831601835,0.016492927627903116,0.18
8,8,Melissa Rycroft,0.22586301748403947,0.04163521357861825,0.25122135723894173,0.07121726459863952,0.18
8,9,Gilles Marini,0.21132866518300017,0.0594051314062965,0.2511591432685959,0.053209948073623864,0.18
8,9,Ty Murray,0.234004176697269,0.06609256568411735,0.2688003320007762,0.05557519799935875,0.18
8,9,Shawn Johnson,0.20454978622879685,0.05475412104974521,0.25750733519275115,0.03660822408384227,0.18
8,9,Lil' Kim,0.11199765313083837,0.03529761284645767,0.13568331942589343,0.02420685935150698,0.18
8,9,Melissa Rycroft,0.2381197187600956,0.0505180353323157,0.23788164705736703,0.09415915292341097,0.18
8,10,Gilles Marini,0.2707021038894927,0.05893734501761194,0.30357000005687934,0.06583196218069877,0.346
8,10,Ty Murray,0.19057981240948646,0.03988222785738165,0.18929283149664072,0.06578052667115541,0.346
8,10,Shawn Johnson,0.26933220884100617,0.0504434726126387,0.31342954611646057,0.04539745600075066,0.346
8,10,Melissa Rycroft,0.2693858748600146,0.050975891425392154,0.25477582370418544,0.10500539547032094,0.346
8,11,Gilles Marini,0.3242662762238393,0.07554441014582769,0.2924528194072615,0.08024463209684145,1.0
8,11,Shawn Johnson,0.33119672971036834,0.0720454374368832,0.3105502289154811,0.0603385746790888,1.0
8,11,Melissa Rycroft,0.3445369940657923,0.07235434715770078,0.24798260236067932,0.13753658014253128,1.0
