season,week,celebrity,fan_share_mean,fan_share_std,base_count,casual_votes,total_votes,fan_votes_mean,total_pool,model_confidence,fusion_type,fan_votes_std
1,3,John O'Hurley,0.18823332545861965,0.05959350769331953,134211.88494297318,783635.7396055111,917847.624548484,2641689.3260568273,14034121.320549926,0.42,Inside,836342.5168851716
1,3,Kelly Monaco,0.241476916173142,0.03696027756342,136441.32687417316,1025514.1360937495,1161955.4629679227,3388916.337686139,14034121.320549926,0.42,Inside,518705.01936623565
1,3,Rachel Hunter,0.19268971126075776,0.04422716682566892,139841.86674492125,780392.2708828982,920234.1376278196,2704230.7850552094,14034121.320549926,0.42,Inside,620689.4248956386
1,4,Joey McIntyre,0.3229258664410608,0.027488251647245387,164563.5749791641,1248743.5426446372,1413307.1176238013,6770424.538259578,20965878.679450072,0.001,Intersection,576315.3491463404
1,4,John O'Hurley,0.21971265619317829,0.05210642482500501,131727.60937236686,1190604.9673167916,1322332.576689158,4606468.894085901,20965878.679450072,0.001,Intersection,1092456.9813009405
1,4,Kelly Monaco,0.258852320979942,0.009215125858204491,134414.74034955841,2220077.252949583,2354491.993299142,5427066.357559532,20965878.679450072,0.001,Intersection,193203.2107589786
1,4,Rachel Hunter,0.1423554752816352,0.00878424659049086,139831.4916240082,1273853.7308417445,1413685.2224657526,2984607.624110217,20965878.679450072,0.001,Intersection,184169.44830660432
1,5,Joey McIntyre,0.29460443087069077,0.11037099874426626,162348.50367643117,2663689.82020466,2826038.323881091,9302192.49196501,31575195.47303746,1.0,Inside,3484985.859904578
1,5,John O'Hurley,0.3005975640048156,0.0905537876823018,132059.42265563356,2919004.400099054,3051063.822754687,9491426.842170939,31575195.47303746,1.0,Inside,2859253.5468926104
1,5,Kelly Monaco,0.4047980051244937,0.07420573090924992,134490.07982572936,3852952.905922798,3987442.9857485276,12781576.138901506,31575195.47303746,1.0,Inside,2343060.4586791834
1,6,John O'Hurley,0.38130738124020636,0.07709475525348053,131475.28339267898,3886367.97813379,4017843.261526469,12342725.23785679,32369489.406976454,1.0,Inside,2495517.86351098
1,6,Kelly Monaco,0.6186926187597936,0.07709475525348053,133322.10427432496,6132485.275350092,6265807.379624416,20026764.16911966,32369489.406976454,1.0,Inside,2495517.86351098
2,1,Drew Lachey,0.11102954289592704,0.03268885564754209,143542.70605233227,342631.87397717155,486174.58002950373,1121441.9916411792,10100392.763864271,0.266,Inside,330170.2810414379
2,1,George Hamilton,0.1007006659886177,0.023487245277376063,139195.72302453595,299606.1138701074,438801.8368946434,1017116.2780677471,10100392.763864271,0.266,Inside,237230.40224271448
2,1,Giselle Fernandez,0.10988311731537416,0.03061813491813365,142270.1819987433,340074.9538657348,482345.1358644781,1109862.643003054,10100392.763864271,0.266,Inside,309255.1883701371
2,1,Jerry Rice,0.10317674926225498,0.030815799646763883,137040.78714259763,316106.9867640704,453147.773906668,1042125.6916475185,10100392.763864271,0.266,Inside,311251.6797648651
2,1,Kenny Mayne,0.04647492583558896,0.008379278914895623,115270.54387000503,138048.98785001974,253319.53172002474,469415.0046109114,10100392.763864271,0.266,Intersection,84634.00811841221
2,1,Lisa Rinna,0.10161580853251405,0.027425427454048225,139745.24762506,304485.5094248117,444230.75704987167,1026359.5771960221,10100392.763864271,0.266,Inside,277007.5890027532
2,1,Master P,0.09203226023794293,0.016813096214186037,173591.9924901799,226886.24988163897,400478.2423718189,929561.9753493923,10100392.763864271,0.266,Inside,169818.87533991842
2,1,Stacy Keibler,0.1090622503856363,0.03034080624677547,144147.34671128748,333649.0678720809,477796.4145833684,1101571.5646058342,10100392.763864271,0.266,Inside,306454.05986473884
2,1,Tatum O'Neal,0.10973354944120545,0.034181747519644756,132678.36596828728,346401.79009967035,479080.1560679577,1108351.9487290937,10100392.763864271,0.266,Inside,345249.0753036554
2,1,Tia Carrere,0.10457440329653278,0.029733287080026257,138717.40107583842,317017.81291419815,455735.2139900366,1056242.5463417238,10100392.763864271,0.266,Inside,300317.8776689962
2,2,Drew Lachey,0.11875060547183247,0.03508606219578353,144150.95238661134,380926.43355632806,525077.3859429394,1236217.767064662,10410201.80194274,0.472,Inside,365252.9878936208
2,2,George Hamilton,0.11491202594206412,0.026420375860824855,128313.92319298309,377633.13572476566,505947.05891774874,1196257.379526967,10410201.80194274,0.472,Inside,275041.44439436344
2,2,Giselle Fernandez,0.10582084690317557,0.030256278262536164,151000.59102737918,320859.0501016683,471859.6411290475,1101616.3711145453,10410201.80194274,0.472,Inside,314973.962488735
2,2,Jerry Rice,0.10715577387393949,0.029543770527382163,143404.32535153214,334910.7830261718,478315.10837770405,1115513.2302710537,10410201.80194274,0.472,Inside,307556.61318033666
2,2,Lisa Rinna,0.11116921290762394,0.01993075565612383,146788.21349328128,344544.4516326374,491332.6651259187,1157293.940531503,10410201.80194274,0.472,Inside,207483.18844546078
2,2,Master P,0.1168073493126957,0.018338684745176824,180537.6065516201,331696.5817739885,512234.18832560856,1215988.0782951799,10410201.80194274,0.472,Inside,190909.40897949963
2,2,Stacy Keibler,0.1415658562327652,0.03913557908305938,144957.73253572447,482919.3698709294,627877.1024066539,1473729.1316478995,10410201.80194274,0.472,Inside,407409.2758905374
2,2,Tatum O'Neal,0.055106164821487426,0.009306394577628534,106715.67534783616,192924.04633807996,299639.7216859162,573666.2963228021,10410201.80194274,0.472,Intersection,96881.44560161873
2,2,Tia Carrere,0.11621349610725985,0.03535560816229965,131233.51055276158,380183.63865768374,511417.14921044535,1209805.9465858622,10410201.80194274,0.472,Inside,368059.0157999533
2,3,Drew Lachey,0.12169805865177713,0.06151890113094921,140804.03330300405,394292.05108711595,535096.0843901199,1408656.0968317778,11575008.775303973,0.034,Inside,712081.8204377947
2,3,George Hamilton,0.1278098778323878,0.028296955815517263,106005.48596046233,485900.28238311136,591905.7683435738,1479400.4574804176,11575008.775303973,0.034,Inside,327537.5118790011
2,3,Giselle Fernandez,0.04805503581220022,0.003721645655996343,104508.0456955821,233212.08310353535,337720.12879911746,556237.4612237642,11575008.775303973,0.034,Projected High,43078.08112672958
2,3,Jerry Rice,0.12108516441235143,0.014387459859166753,121814.69659403825,438902.38752796315,560717.0841220013,1401561.840632092,11575008.775303973,0.034,Inside,166534.97412418883
2,3,Lisa Rinna,0.13256725423995203,0.021334596691926416,189350.19776673816,411005.6211692655,600355.8189360036,1534467.1311453974,11575008.775303973,0.034,Inside,246948.14392661938
2,3,Master P,0.1427634970104815,0.014161950315323427,242899.95464743205,415987.26285139023,658887.2174988224,1652488.7306894057,11575008.775303973,0.034,Inside,163924.69917528753
2,3,Stacy Keibler,0.1311482652273343,0.051127225044177105,130042.54289983837,469663.67189296015,599706.2147927985,1518042.3208722875,11575008.775303973,0.034,Inside,591798.0785432911
2,3,Tia Carrere,0.14922793048863786,0.0499682274944087,125471.62425542263,570034.8281820405,695506.4524374631,1727314.6049264346,11575008.775303973,0.034,Inside,578382.671734166
2,4,Drew Lachey,0.1347576535685775,0.06750930874856598,139428.4879124615,598330.4464244461,737758.9343369077,2011903.225805851,14929788.197759053,0.994,Inside,1007899.680993212
2,4,George Hamilton,0.14073745468325022,0.033784734419865306,105885.6058479012,697992.4171336258,803878.0229815271,2101180.389912638,14929788.197759053,0.994,Inside,504398.92920612893
2,4,Jerry Rice,0.16571071975976878,0.025580014638565088,120535.30789064767,830181.0510428956,950716.3589335433,2474025.948111553,14929788.197759053,0.994,Inside,381904.20064935274
2,4,Lisa Rinna,0.14708520887594467,0.029327535343472242,190154.83296941975,628725.4237329158,818880.2567023354,2195951.015541003,14929788.197759053,0.994,Inside,437853.89104033326
2,4,Master P,0.10510269690350892,0.012468842306681473,244451.56262845494,354253.8782813486,598705.4409098035,1569161.003782654,14929788.197759053,0.994,Inside,186157.17471001178
2,4,Stacy Keibler,0.14178619935016307,0.056297007820311405,130622.2034672199,672726.8046194324,803349.0080866524,2116837.9256631765,14929788.197759053,0.994,Inside,840502.402924834
2,4,Tia Carrere,0.16482006685878675,0.057828358359864294,127215.6170284164,817253.7777335016,944469.3947619179,2460728.6889421716,14929788.197759053,0.994,Inside,863365.1421368828
2,5,Drew Lachey,0.1833695090500947,0.07892048048176956,168287.62212903894,1039476.549267846,1207764.171396885,3680264.88470834,20070211.802240957,0.502,Inside,1583950.758803738
2,5,George Hamilton,0.16508746051605128,0.04806013679050187,99367.11940728675,1022577.6441611263,1121944.7635684132,3313340.2984512397,20070211.802240957,0.502,Inside,964577.1246300453
2,5,Jerry Rice,0.1750434349536467,0.030519178888530493,111661.41509730632,1090455.1140915568,1202116.529188863,3513158.8141114763,20070211.802240957,0.502,Inside,612526.3843232876
2,5,Lisa Rinna,0.15114033802135943,0.027002616176783553,153732.74205313897,853832.7065856254,1007565.4486387643,3033418.595950975,20070211.802240957,0.502,Inside,541948.2258826637
2,5,Stacy Keibler,0.1996011799485321,0.0863927616166767,120735.80056531476,1275364.3465654973,1396100.147130812,4006037.9575442495,20070211.802240957,0.502,Inside,1733921.0238272138
2,5,Tia Carrere,0.08259863845217592,0.03862591995943699,109531.1081864258,742640.519282352,852171.6274687778,1657772.1683118946,20070211.802240957,0.502,Intersection,775230.3946423066
2,6,Drew Lachey,0.2582183334527358,0.061040315322097034,193346.0261390271,1907461.5227109655,2100807.548849992,6048762.195185969,23424991.22469603,0.58,Inside,1429868.8507728013
2,6,George Hamilton,0.13222264342489096,0.009966726433120719,88631.96894104715,1019708.2188701627,1108340.18781121,3097314.261934182,23424991.22469603,0.58,Inside,233470.47923479875
2,6,Jerry Rice,0.16910429887582162,0.013043497768015971,104332.84939191454,1325203.3189529667,1429536.1683448814,3961266.7172244955,23424991.22469603,0.58,Inside,305543.8207551163
2,6,Lisa Rinna,0.17765044904918098,0.03380374024214089,107337.27996696341,1348565.5769620398,1455902.8569290033,4161460.210040373,23424991.22469603,0.58,Inside,791852.3185340542
2,6,Stacy Keibler,0.2628042751973707,0.08238698400642036,106848.31241582157,2183678.4010844096,2290526.713500231,6156187.8403110085,23424991.22469603,0.58,Inside,1929914.3773795688
2,7,Drew Lachey,0.29321621621451166,0.0700195673590247,193375.24597211304,3114377.890643239,3307753.1366153527,9373165.860646598,31966737.657474447,0.001,Inside,2238297.140655803
2,7,Jerry Rice,0.18743434129816042,0.017319703028931682,104350.00779020852,2100840.0618850077,2205190.0696752165,5991664.416279821,31966737.657474447,0.001,Inside,553654.4030312245
2,7,Lisa Rinna,0.16680779078002267,0.01803968134078901,106753.17952079499,2358589.3585227504,2465342.5380435456,5332300.8870878685,31966737.657474447,0.001,Intersection,576669.760845439
2,7,Stacy Keibler,0.3023416925688189,0.09528630614941894,106156.40250180328,3560798.0546092647,3666954.457111068,9664877.569264222,31966737.657474447,0.001,Inside,3045992.3510282687
2,8,Drew Lachey,0.3124389175133603,0.08615929665803213,189664.61708765524,3988788.373770739,4178452.9908583947,10113488.230775904,32369489.406976454,1.0,Intersection,2788932.4404847124
2,8,Jerry Rice,0.3556503295442479,0.017741500913282998,99484.36121614803,3445981.5840777867,3545465.9452939346,11512219.574770216,32369489.406976454,1.0,Projected Low,574283.325876377
2,8,Stacy Keibler,0.22727387658189768,0.02268784355079801,109851.83322175902,4784021.889511446,4893873.722733206,7356739.34050021,32369489.406976454,1.0,Intersection,734393.9114846952
3,1,Emmitt Smith,0.10617860242530744,0.03127761016217476,134016.04514768804,356619.21793421125,490635.26308189926,1072445.5876137966,10100392.763864273,0.62,Inside,315916.1473529975
3,1,Harry Hamlin,0.0859445221618633,0.02148097362806715,140179.19774611632,255062.0449532615,395241.24269937776,868073.4297374565,10100392.763864273,0.62,Inside,216966.2705936887
3,1,Jerry Springer,0.08337555889762371,0.020975243442273195,142865.91747413555,240479.28618888115,383345.2036630167,842125.8917726979,10100392.763864273,0.62,Inside,211858.1970846277
3,1,Joey Lawrence,0.09685317816624665,0.028746060751212894,143825.96993360785,303114.4916494559,446940.46158306376,978255.1399076148,10100392.763864273,0.62,Inside,290346.50400115346
3,1,Mario Lopez,0.10868060875010097,0.03225183926994464,134474.31680157114,367786.9340492749,502261.2508508461,1097716.834191884,10100392.763864273,0.62,Inside,325756.2439834624
3,1,Monique Coleman,0.09112105398793666,0.023536676903101378,142376.49425022144,277808.4486217826,420184.94287200406,920358.434335441,10100392.763864273,0.62,Inside,237729.6810774965
3,1,Sara Evans,0.08136872471693278,0.019960290847832643,143162.8208949633,230987.3158817423,374150.1367767056,821856.0783357717,10100392.763864273,0.62,Inside,201606.77724407506
3,1,Shanna Moakler,0.08907168100050022,0.02419144116416734,144021.54523329166,266041.57023143966,410063.1154647313,899658.9622426792,10100392.763864273,0.62,Inside,244343.05728200407
3,1,Tucker Carlson,0.0405359037221205,0.004438071671464301,122047.53003402622,146343.5940837248,268391.1241177511,409428.5486316047,10100392.763864273,0.62,Intersection,44826.26699596904
3,1,Vivica A. Fox,0.09845227100810998,0.02923838659508917,138227.64345013705,314763.2741690231,452990.9176191602,994406.6056763182,10100392.763864273,0.62,Inside,295319.18839210476
3,1,Willa Ford,0.10064805817429898,0.028192911880889862,145729.42241760532,318490.9520808433,464220.37449844857,1016584.9184806796,10100392.763864273,0.62,Inside,284759.483154003
3,2,Emmitt Smith,0.09973312070055833,0.02125453582971234,121100.10333536741,335760.78925540287,456860.89259077027,1027337.2176928626,10300863.048067756,0.072,Inside,218940.06273211597
3,2,Harry Hamlin,0.10486096158283384,0.017447878011831897,141327.67493548858,339896.1026193171,481223.7775548057,1080158.4043534657,10300863.048067756,0.072,Inside,179728.20187927308
3,2,Jerry Springer,0.0993499910170567,0.013528402678114358,148009.38471065572,304371.29401952715,452380.67873018293,1023390.6512934628,10300863.048067756,0.072,Inside,139354.22324636907
3,2,Joey Lawrence,0.11396689272665017,0.035468831477755106,150629.46683840605,374123.86834782944,524753.3351862354,1173957.3539910526,10300863.048067756,0.072,Inside,365359.57552735
3,2,Mario Lopez,0.10226887586168427,0.026157487203561,141404.9196130084,327564.3033322333,468969.22294524167,1053457.684331052,10300863.048067756,0.072,Inside,269444.6933654667
3,2,Monique Coleman,0.11511567727909121,0.030838800806972953,129261.24729362,387362.07658461615,516623.32387823623,1185790.8263374835,10300863.048067756,0.072,Inside,317666.2636792698
3,2,Sara Evans,0.10880749561073853,0.02523380373166221,152990.23896712516,338984.8810796893,491975.1200468145,1120811.110889451,10300863.048067756,0.072,Inside,259929.9564216735
3,2,Shanna Moakler,0.011954091307726502,0.0101910655379184,92756.5658166381,178731.8998202571,271488.4656368953,123137.45742498788,10300863.048067756,0.072,Projected High,104976.7704199804
3,2,Vivica A. Fox,0.09929962569404346,0.019399691308791312,140542.29434253802,309393.7459887751,449936.04033131315,1022871.8449987319,10300863.048067756,0.072,Inside,199833.56334664964
3,2,Willa Ford,0.09749124802623757,0.028682512095548604,153280.320703141,289850.4691466389,443130.7898497798,1004243.9943034791,10300863.048067756,0.072,Inside,295454.6289707931
3,3,Emmitt Smith,0.10701341958286198,0.0025155976168744834,80492.29692022834,370051.88957787846,450544.18649810686,1164097.7080542592,10878053.543115517,0.118,Inside,27364.805569294425
3,3,Harry Hamlin,0.03301293594622317,0.0033133475567201642,94612.0028503585,261890.03596997706,356502.0388203356,359116.4848384586,10878053.543115517,0.118,Projected High,36042.77212895292
3,3,Jerry Springer,0.10903460670459537,0.002753125763528305,148407.7507022745,310679.7789306532,459087.52963292773,1186084.2897851306,10878053.543115517,0.118,Inside,29948.649466591694
3,3,Joey Lawrence,0.1241872661746832,0.0025995886115184087,72377.70099850712,450472.5298036717,522850.2308021789,1350915.7308213424,10878053.543115517,0.118,Inside,28278.464106170573
3,3,Mario Lopez,0.12409712292906666,0.004092711193803528,90256.13143497256,432284.89927567827,522541.0307106508,1349935.1477689755,10878053.543115517,0.118,Inside,44520.731502703005
3,3,Monique Coleman,0.133240764242593,0.004425459563990788,148213.6441181918,412697.51642017934,560911.1605383712,1449400.1675565583,10878053.543115517,0.118,Inside,48140.38608998444
3,3,Sara Evans,0.10510245862758273,0.004531420649780675,85749.11188554189,356774.2966618357,442523.4085473775,1143310.1724639283,10878053.543115517,0.118,Inside,49293.03645469349
3,3,Vivica A. Fox,0.11632626109716505,0.005875560088339414,207966.12782307592,281923.2281630156,489889.3559860915,1265403.2966853972,10878053.543115517,0.118,Inside,63914.65723674868
3,3,Willa Ford,0.09633040231148998,0.004233180866712108,125610.5555872565,279895.5367069693,405506.09229422576,1047887.2741742468,10878053.543115517,0.118,Inside,46048.76812578646
3,4,Emmitt Smith,0.13443693577133872,0.004425658443525354,80434.55621010222,556701.0103277403,637135.5665378424,1664737.4924472722,12383036.573213726,0.001,Inside,54803.090366726596
3,4,Jerry Springer,0.1130074917878393,0.00440044831611356,148155.8536834299,387473.7904950124,535629.6441784423,1399375.9038559638,12383036.573213726,0.001,Inside,54490.912436970975
3,4,Joey Lawrence,0.1541642730506731,0.004815722859852545,72359.71808411942,658287.5417688596,730647.2598529791,1909021.8314693922,12383036.573213726,0.001,Inside,59633.27230001546
3,4,Mario Lopez,0.1615105284790652,0.00608887248894599,89976.73658093209,675589.4299455169,765566.1665264487,1999990.7811153415,12383036.573213726,0.001,Inside,75398.73072025308
3,4,Monique Coleman,0.1233867729992353,0.004981722764257908,148268.21205551235,436488.4771250451,584756.6891805575,1527902.9227003506,12383036.573213726,0.001,Inside,61688.85518741706
3,4,Sara Evans,0.08977901691382209,0.004671895231519563,85354.86019919872,340135.14240099624,425490.00260019494,1111736.8499510328,12383036.573213726,0.001,Inside,57852.24951812955
3,4,Vivica A. Fox,0.035635730505301805,0.006341989373003801,208222.14869616454,300407.99353908596,508630.1422352506,441278.55416034034,12383036.573213726,0.001,Projected High,78533.08635283886
3,4,Willa Ford,0.11643362732436024,0.006224208020457412,125616.82105050751,426176.8153452173,551793.6363957247,1441801.86550949,12383036.573213726,0.001,Inside,77074.59555661434
3,5,Emmitt Smith,0.1660195075203853,0.006033987989108883,79422.14382545376,860317.0943649987,939739.2381904527,2568097.092385781,15468646.611124583,0.214,Inside,93337.6278592956
3,5,Jerry Springer,0.1343045316469848,0.004688439740366198,151385.8791000044,608943.4977735049,760329.3768735094,2077509.3383198064,15468646.611124583,0.214,Inside,72523.81750127743
3,5,Joey Lawrence,0.16056204632263069,0.006918591889412226,72430.62727162798,836385.7522854068,908816.3795570348,2483677.55372379,15468646.611124583,0.214,Inside,107021.2529839105
3,5,Mario Lopez,0.16791364517410481,0.00720075706337879,92353.54719995559,858238.065777912,950591.6129778676,2597396.838383993,15468646.611124583,0.214,Inside,111385.96634596576
3,5,Monique Coleman,0.1455689526299321,0.006401295213995684,143396.2638807125,680550.5886877934,823946.8525685059,2251754.685783955,15468646.611124583,0.214,Inside,99019.37351878238
3,5,Sara Evans,0.10324235387806847,0.0020025562309119657,87215.41099765242,554014.6675396526,641230.0785373048,1597019.4874405095,15468646.611124583,0.214,Intersection,30976.83465488281
3,5,Willa Ford,0.041851348742151497,0.00509362190487455,118446.84210044092,517724.8009173895,636171.6430178304,647383.723891275,15468646.611124583,0.214,Projected High,78791.43721718767
3,6,Emmitt Smith,0.22084590594811557,0.010354666632159545,79242.94079068313,1546407.7662526774,1625650.7070433607,4313419.433558987,19531353.388875417,1.0,Inside,202240.6532167045
3,6,Jerry Springer,0.14047765126396405,0.006935976678637379,151901.8622934252,882185.3418324861,1034087.2041259115,2743718.650075683,19531353.388875417,1.0,Inside,135469.011607465
3,6,Joey Lawrence,0.22112275861775305,0.010071734382156139,72104.29885288098,1555887.0643286165,1627991.3631814972,4318826.740886331,19531353.388875417,1.0,Inside,196714.60345677834
3,6,Mario Lopez,0.24562727017210165,0.010798968000086381,91823.15171509248,1716964.9301616603,1808788.081876753,4797433.015676094,19531353.388875417,1.0,Inside,210918.4602448443
3,6,Monique Coleman,0.17192641399806574,0.009024974742554676,143486.72109598893,1122433.3615938812,1265920.0826898704,3357955.5486783185,19531353.388875417,1.0,Inside,176269.9710225103
3,7,Emmitt Smith,0.22195370069586648,0.011129130183453961,79145.70931793726,1783300.9442649337,1862446.6535828707,5019918.731078279,22616963.426786277,1.0,Inside,251707.13033112144
3,7,Jerry Springer,0.11029438102860761,0.008514682099217186,152986.7424304719,1140891.7068897285,1293878.4493202004,2494523.981904048,22616963.426786277,1.0,Projected High,192576.25362870685
3,7,Joey Lawrence,0.23101842205833567,0.011339059955094731,71872.03748152456,1866749.684884675,1938621.7223661996,5224935.202607254,22616963.426786277,1.0,Inside,256455.10429851434
3,7,Mario Lopez,0.21780089262626473,0.01133595198651162,91735.78080067142,1736560.4833502173,1828296.264150889,4925994.822849633,22616963.426786277,1.0,Inside,256384.8114867385
3,7,Monique Coleman,0.17505478996325816,0.010718395956945084,144010.36456972754,1325340.8768253468,1469351.2413950744,3959207.7822827627,22616963.426786277,1.0,Inside,242417.56935204082
3,8,Emmitt Smith,0.257056972533683,0.013528429244948764,78870.3780872864,2237402.4109038766,2316272.788991163,6200714.527826326,24121946.45688448,0.99,Inside,326332.0458924042
3,8,Joey Lawrence,0.26726094611760653,0.014174704563591732,72263.11694286989,2336256.3449982023,2408519.461941072,6446854.232265193,24121946.45688448,0.99,Inside,341921.46452511585
3,8,Mario Lopez,0.26920519298210654,0.015250171926899259,92330.23203985285,2334426.4538071156,2426756.685846968,6493753.251029628,24121946.45688448,0.99,Inside,367863.83067894675
3,8,Monique Coleman,0.13647003108812447,0.013453459892486114,143618.6970673923,1717879.3060681778,1861498.0031355703,3291922.7828770992,24121946.45688448,0.99,Projected High,324523.6391863929
3,9,Emmitt Smith,0.3304855775281275,0.01716804209467096,78530.75778961934,4028321.097209158,4106851.8549987767,10611521.102007337,32108878.037511926,1.0,Inside,551246.5697606605
3,9,Joey Lawrence,0.3443916669649386,0.01878205007858258,72395.2107371597,4207704.659995721,4280099.87073288,11058030.031712636,32108878.037511926,1.0,Inside,603070.5552676492
3,9,Mario Lopez,0.3251227555069338,0.018318890601060817,91427.8253258587,3951118.181489996,4042546.006815855,10439326.903791944,32108878.037511926,1.0,Inside,588199.0240919852
3,10,Emmitt Smith,0.5088074244777343,0.022149669119762766,78669.4948502962,6099621.502529854,6178290.99738015,16469836.536822991,32369489.406976454,1.0,Intersection,716973.4799401943
3,10,Mario Lopez,0.491192575522267,0.022149669119763446,92600.18097377304,5984002.554953263,6076602.735927036,15899652.870153503,32369489.406976454,1.0,Intersection,716973.4799402163
4,1,Apolo Anton Ohno,0.0961503986933635,0.026872263371397063,138766.28642706102,303175.08484891464,441941.37127597566,971156.7912051134,10100392.763864273,1.0,Inside,271420.4145051138
4,1,Billy Ray Cyrus,0.07225341725954657,0.01984622451025242,143502.82581394428,187016.39330149043,330519.21911543474,729787.89285279,10100392.763864273,1.0,Inside,200454.66243337927
4,1,Clyde Drexler,0.08151311141549596,0.022107838017579977,140535.4065432002,232635.90560424526,373171.31214744545,823314.4407011375,10100392.763864273,1.0,Inside,223297.84713744823
4,1,Heather Mills,0.0891875462401731,0.025273905519240546,147187.39126965933,261936.74885517484,409124.1401248342,900829.2466710544,10100392.763864273,1.0,Inside,255276.37242112646
4,1,Ian Ziering,0.09879426138143814,0.027436463218465983,142143.85099878104,310524.9603553354,452668.8113541164,997860.8427683932,10100392.763864273,1.0,Inside,277119.05455782206
4,1,Joey Fatone,0.10467269174078724,0.030355943364161676,136719.5935311026,344678.28170563316,481397.8752367358,1057235.298232843,10100392.763864273,1.0,Inside,306606.9506956522
4,1,John Ratzenberger,0.08660943331114666,0.023543144291362027,141916.22365660203,254547.1174672936,396463.34112389566,874789.2934982909,10100392.763864273,1.0,Inside,237795.00423908545
4,1,Laila Ali,0.10389709014142617,0.03138146031053424,141869.63357571265,335321.6876259152,477191.32120162784,1049401.4174510147,10100392.763864273,1.0,Inside,316965.07464001386
4,1,Leeza Gibbons,0.08064035480323867,0.0216807119432587,144371.2743503407,224554.9930552485,368926.2674055892,814499.2561300793,10100392.763864273,1.0,Inside,218983.70602711584
4,1,Paulina Porizkova,0.09304418023991158,0.025242236001027853,142694.62490306766,283093.6442650352,425788.2691681029,939782.7648148859,10100392.763864273,1.0,Inside,254956.49784853592
4,1,Shandi Finnessey,0.09323751477347246,0.025946111657056493,143961.46486992924,283469.32453755656,427430.78940748586,941735.5195386694,10100392.763864273,1.0,Inside,262065.91843134782
4,2,Apolo Anton Ohno,0.09909829015680549,0.028768572047784352,156424.14321225983,310152.43370142934,466576.57691368926,1020797.9152029343,10300863.048067754,0.074,Inside,296341.12075269676
4,2,Billy Ray Cyrus,0.08630985488387291,0.019402574210578828,151175.52912747822,254965.82935365234,406141.35848113056,889065.9948573768,10300863.048067754,0.074,Inside,199863.25972314386
4,2,Clyde Drexler,0.09213962871373531,0.016166759049995434,179574.18487384572,253176.20886857586,432750.3937424215,949117.6966799988,10300863.048067754,0.074,Inside,166531.57090511295
4,2,Heather Mills,0.10368265821994915,0.02724918485696717,148143.1877953567,334736.0087433619,482879.1965387186,1068020.8627833128,10300863.048067754,0.074,Inside,280690.1213831006
4,2,Ian Ziering,0.1015390316702135,0.02429518971591843,135503.50551877543,337645.3714434272,473148.8769622027,1045939.6592682839,10300863.048067754,0.074,Inside,250261.42199049992
