season,week,celebrity,fan_votes_mean,base_count,casual_votes,total_pool
3,5,Sara Evans,187558.0,132804.0,54755.0,1546865.0
3,5,Jerry Springer,299361.0,224552.0,74809.0,1546865.0
3,6,Monique Coleman,356218.0,197263.0,158955.0,1953135.0
3,6,Joey Lawrence,274660.0,186197.0,88463.0,1953135.0
3,6,Mario Lopez,318963.0,130187.0,188776.0,1953135.0
3,6,Emmitt Smith,279304.0,211003.0,68301.0,1953135.0
3,6,Jerry Springer,342559.0,238321.0,104238.0,1953135.0
3,7,Monique Coleman,426814.0,221916.0,204898.0,2261696.0
3,7,Joey Lawrence,269205.0,211032.0,58174.0,2261696.0
3,7,Mario Lopez,351389.0,120180.0,231209.0,2261696.0
3,7,Emmitt Smith,254157.0,200045.0,54112.0,2261696.0
3,7,Jerry Springer,304317.0,137972.0,166346.0,2261696.0
3,9,Joey Lawrence,463211.0,144017.0,319194.0,3210888.0
3,9,Mario Lopez,468675.0,142845.0,325831.0,3210888.0
3,9,Emmitt Smith,460590.0,141909.0,318681.0,3210888.0
3,10,Mario Lopez,622246.0,141631.0,480615.0,3236949.0
3,10,Emmitt Smith,629388.0,142249.0,487140.0,3236949.0
4,1,John Ratzenberger,170242.0,145651.0,24590.0,1010039.0
4,1,Ian Ziering,172969.0,142393.0,30576.0,1010039.0
4,1,Clyde Drexler,164071.0,141727.0,22344.0,1010039.0
4,1,Laila Ali,177579.0,144022.0,33557.0,1010039.0
4,1,Apolo Anton Ohno,176420.0,146509.0,29911.0,1010039.0
4,1,Shandi Finnessey,163162.0,135334.0,27828.0,1010039.0
4,1,Paulina Porizkova,170329.0,141202.0,29127.0,1010039.0
4,1,Heather Mills,164229.0,137995.0,26234.0,1010039.0
4,1,Billy Ray Cyrus,162729.0,143480.0,19249.0,1010039.0
4,1,Joey Fatone,180109.0,144856.0,35253.0,1010039.0
4,1,Leeza Gibbons,161690.0,139446.0,22244.0,1010039.0
4,2,John Ratzenberger,163999.0,139213.0,24786.0,1030086.0
4,2,Ian Ziering,190314.0,159703.0,30611.0,1030086.0
4,2,Clyde Drexler,172200.0,151468.0,20732.0,1030086.0
4,2,Laila Ali,184648.0,149743.0,34905.0,1030086.0
4,2,Apolo Anton Ohno,184462.0,151591.0,32871.0,1030086.0
4,2,Shandi Finnessey,171795.0,146636.0,25160.0,1030086.0
4,2,Paulina Porizkova,100373.0,76757.0,23616.0,1030086.0
4,2,Heather Mills,180413.0,148533.0,31880.0,1030086.0
4,2,Billy Ray Cyrus,169129.0,140665.0,28464.0,1030086.0
4,2,Joey Fatone,203160.0,169828.0,33332.0,1030086.0
4,2,Leeza Gibbons,191430.0,162278.0,29151.0,1030086.0
4,3,John Ratzenberger,238261.0,208288.0,29972.0,1087805.0
4,3,Ian Ziering,146159.0,100465.0,45693.0,1087805.0
4,3,Clyde Drexler,223445.0,214808.0,8637.0,1087805.0
4,3,Laila Ali,235604.0,195794.0,39809.0,1087805.0
4,3,Apolo Anton Ohno,300702.0,272140.0,28562.0,1087805.0
4,3,Shandi Finnessey,137513.0,100984.0,36529.0,1087805.0
4,3,Heather Mills,205249.0,163222.0,42028.0,1087805.0
4,3,Billy Ray Cyrus,230036.0,202353.0,27682.0,1087805.0
4,3,Joey Fatone,170187.0,118071.0,52116.0,1087805.0
4,3,Leeza Gibbons,151516.0,111981.0,39535.0,1087805.0
4,4,John Ratzenberger,246782.0,214681.0,32101.0,1238304.0
4,4,Ian Ziering,155264.0,93990.0,61274.0,1238304.0
4,4,Clyde Drexler,227366.0,217916.0,9450.0,1238304.0
4,4,Laila Ali,260261.0,206983.0,53278.0,1238304.0
4,4,Apolo Anton Ohno,322787.0,281652.0,41136.0,1238304.0
4,4,Heather Mills,217203.0,165410.0,51793.0,1238304.0
4,4,Billy Ray Cyrus,242836.0,208905.0,33930.0,1238304.0
4,4,Joey Fatone,190127.0,109456.0,80671.0,1238304.0
4,4,Leeza Gibbons,141543.0,107541.0,34002.0,1238304.0
4,5,John Ratzenberger,264344.0,215507.0,48836.0,1546865.0
4,5,Ian Ziering,174782.0,91978.0,82804.0,1546865.0
4,5,Clyde Drexler,228083.0,217388.0,10696.0,1546865.0
4,5,Laila Ali,303977.0,208057.0,95920.0,1546865.0
4,5,Apolo Anton Ohno,346729.0,282377.0,64352.0,1546865.0
4,5,Heather Mills,230138.0,166500.0,63638.0,1546865.0
4,5,Billy Ray Cyrus,245831.0,208929.0,36902.0,1546865.0
4,5,Joey Fatone,207862.0,110279.0,97583.0,1546865.0
4,6,John Ratzenberger,266415.0,204226.0,62189.0,1953135.0
4,6,Ian Ziering,265965.0,178269.0,87695.0,1953135.0
4,6,Laila Ali,187741.0,85242.0,102499.0,1953135.0
4,6,Apolo Anton Ohno,201174.0,164309.0,36865.0,1953135.0
4,6,Heather Mills,202061.0,69387.0,132675.0,1953135.0
4,6,Billy Ray Cyrus,258075.0,170124.0,87951.0,1953135.0
4,6,Joey Fatone,243676.0,148254.0,95422.0,1953135.0
4,8,Ian Ziering,289126.0,140328.0,148798.0,2412195.0
4,8,Laila Ali,308565.0,143964.0,164601.0,2412195.0
4,8,Apolo Anton Ohno,313732.0,141600.0,172132.0,2412195.0
4,8,Billy Ray Cyrus,216163.0,121520.0,94643.0,2412195.0
4,8,Joey Fatone,308838.0,143626.0,165212.0,2412195.0
4,9,Ian Ziering,295744.0,112869.0,182875.0,3210888.0
4,9,Laila Ali,430785.0,143267.0,287518.0,3210888.0
4,9,Apolo Anton Ohno,422974.0,148880.0,274094.0,3210888.0
4,9,Joey Fatone,412300.0,140064.0,272236.0,3210888.0
4,10,Laila Ali,521519.0,142224.0,379295.0,3236949.0
4,10,Apolo Anton Ohno,531222.0,148220.0,383002.0,3236949.0
4,10,Joey Fatone,500296.0,139648.0,360648.0,3236949.0
5,1,Cameron Mathison,163918.0,139914.0,24004.0,1010039.0
5,1,Jane Seymour,169875.0,142353.0,27522.0,1010039.0
5,1,Sabrina Bryan,169521.0,139445.0,30075.0,1010039.0
5,1,Jennie Garth,163550.0,138691.0,24859.0,1010039.0
5,1,Floyd Mayweather Jr. ,174551.0,153621.0,20930.0,1010039.0
5,1,Josie Maran,109231.0,91007.0,18223.0,1010039.0
5,1,Albert Reed,170002.0,145411.0,24591.0,1010039.0
5,1,Helio Castroneves,175356.0,146771.0,28585.0,1010039.0
5,1,Mel B,164049.0,137809.0,26240.0,1010039.0
5,1,Wayne Newton,176662.0,153772.0,22890.0,1010039.0
5,1,Marie Osmond,171297.0,146779.0,24518.0,1010039.0
5,1,Mark Cuban,160646.0,137057.0,23588.0,1010039.0
5,2,Cameron Mathison,154871.0,125946.0,28925.0,1030086.0
5,2,Jane Seymour,159132.0,128894.0,30238.0,1030086.0
5,2,Sabrina Bryan,246078.0,213387.0,32691.0,1030086.0
5,2,Jennie Garth,180514.0,156218.0,24296.0,1030086.0
5,2,Floyd Mayweather Jr. ,149111.0,117355.0,31756.0,1030086.0
5,2,Albert Reed,93880.0,70604.0,23276.0,1030086.0
5,2,Helio Castroneves,187860.0,150742.0,37118.0,1030086.0
5,2,Mel B,189325.0,156895.0,32430.0,1030086.0
5,2,Wayne Newton,229478.0,207109.0,22369.0,1030086.0
5,2,Marie Osmond,146989.0,122295.0,24694.0,1030086.0
5,2,Mark Cuban,158236.0,128853.0,29383.0,1030086.0
5,3,Cameron Mathison,162397.0,126113.0,36283.0,1087805.0
5,3,Jane Seymour,165113.0,129038.0,36075.0,1087805.0
5,3,Sabrina Bryan,225295.0,180318.0,44977.0,1087805.0
5,3,Jennie Garth,221005.0,187485.0,33520.0,1087805.0
5,3,Floyd Mayweather Jr. ,202108.0,176502.0,25606.0,1087805.0
5,3,Helio Castroneves,161367.0,120364.0,41003.0,1087805.0
5,3,Mel B,197334.0,157593.0,39741.0,1087805.0
5,3,Wayne Newton,147712.0,128575.0,19137.0,1087805.0
5,3,Marie Osmond,190406.0,144802.0,45603.0,1087805.0
5,3,Mark Cuban,192474.0,165695.0,26779.0,1087805.0
5,4,Cameron Mathison,214058.0,168568.0,45491.0,1238304.0
5,4,Jane Seymour,161721.0,139230.0,22491.0,1238304.0
5,4,Sabrina Bryan,170442.0,117880.0,52562.0,1238304.0
5,4,Jennie Garth,205175.0,161267.0,43908.0,1238304.0
5,4,Floyd Mayweather Jr. ,144031.0,113426.0,30606.0,1238304.0
5,4,Helio Castroneves,172312.0,115973.0,56340.0,1238304.0
5,4,Mel B,223318.0,169193.0,54125.0,1238304.0
5,4,Marie Osmond,209369.0,148709.0,60660.0,1238304.0
5,4,Mark Cuban,168322.0,120259.0,48063.0,1238304.0
5,5,Cameron Mathison,206622.0,169628.0,36994.0,1546865.0
5,5,Jane Seymour,183971.0,158140.0,25831.0,1546865.0
5,5,Sabrina Bryan,152107.0,104391.0,47716.0,1546865.0
5,5,Jennie Garth,225596.0,147140.0,78457.0,1546865.0
5,5,Helio Castroneves,198034.0,115300.0,82735.0,1546865.0
5,5,Mel B,175017.0,104115.0,70901.0,1546865.0
5,5,Marie Osmond,218592.0,144211.0,74381.0,1546865.0
5,5,Mark Cuban,170551.0,97041.0,73510.0,1546865.0
5,6,Cameron Mathison,211047.0,168288.0,42759.0,1953135.0
5,6,Jane Seymour,199683.0,171771.0,27912.0,1953135.0
5,6,Sabrina Bryan,152308.0,98950.0,53358.0,1953135.0
5,6,Jennie Garth,270525.0,148140.0,122384.0,1953135.0
5,6,Helio Castroneves,258466.0,114798.0,143668.0,1953135.0
5,6,Mel B,189194.0,91135.0,98059.0,1953135.0
5,6,Marie Osmond,254890.0,140957.0,113933.0,1953135.0
5,7,Cameron Mathison,234573.0,174578.0,59994.0,2261696.0
5,7,Jane Seymour,205994.0,163815.0,42179.0,2261696.0
5,7,Jennie Garth,309457.0,149400.0,160057.0,2261696.0
5,7,Helio Castroneves,293995.0,115195.0,178800.0,2261696.0
5,7,Mel B,210903.0,92981.0,117922.0,2261696.0
5,7,Marie Osmond,313111.0,140773.0,172338.0,2261696.0
5,8,Cameron Mathison,244961.0,169692.0,75269.0,2412195.0
5,8,Jennie Garth,342163.0,151072.0,191091.0,2412195.0
5,8,Helio Castroneves,364429.0,116378.0,248051.0,2412195.0
5,8,Mel B,249825.0,93090.0,156735.0,2412195.0
5,8,Marie Osmond,346643.0,140579.0,206064.0,2412195.0
5,10,Helio Castroneves,481200.0,142177.0,339023.0,3236949.0
5,10,Mel B,493958.0,140674.0,353284.0,3236949.0
5,10,Marie Osmond,421363.0,137320.0,284043.0,3236949.0
6,1,Cristian de la Fuente,169325.0,143498.0,25827.0,1010039.0
6,1,Steve Guttenberg,162376.0,140254.0,22122.0,1010039.0
6,1,Priscilla Presley,175421.0,146092.0,29329.0,1010039.0
6,1,Marlee Matlin,172730.0,144793.0,27937.0,1010039.0
6,1,Shannon Elizabeth,166147.0,139070.0,27076.0,1010039.0
6,1,Marissa Jaret Winokur,165717.0,143381.0,22336.0,1010039.0
6,1,Jason Taylor,167773.0,139663.0,28110.0,1010039.0
6,1,Kristi Yamaguchi,177185.0,143662.0,33523.0,1010039.0
6,1,Monica Seles,159371.0,140748.0,18623.0,1010039.0
6,1,Penn Jillette,155395.0,135605.0,19790.0,1010039.0
6,1,Adam Carolla,161913.0,142924.0,18989.0,1010039.0
6,1,Mario,170915.0,141245.0,29670.0,1010039.0
6,2,Cristian de la Fuente,177750.0,153973.0,23776.0,1030086.0
6,2,Steve Guttenberg,175767.0,155950.0,19817.0,1030086.0
6,2,Priscilla Presley,169598.0,143214.0,26384.0,1030086.0
6,2,Marlee Matlin,164359.0,130772.0,33586.0,1030086.0
6,2,Shannon Elizabeth,161575.0,133860.0,27716.0,1030086.0
6,2,Marissa Jaret Winokur,164651.0,139673.0,24978.0,1030086.0
6,2,Jason Taylor,165284.0,132453.0,32831.0,1030086.0
6,2,Kristi Yamaguchi,196177.0,162028.0,34149.0,1030086.0
6,2,Monica Seles,115498.0,98046.0,17452.0,1030086.0
6,2,Penn Jillette,107565.0,86620.0,20945.0,1030086.0
6,2,Adam Carolla,175649.0,151198.0,24451.0,1030086.0
6,2,Mario,175555.0,141895.0,33660.0,1030086.0
6,3,Cristian de la Fuente,243754.0,200615.0,43139.0,1087805.0
6,3,Steve Guttenberg,120298.0,101326.0,18971.0,1087805.0
6,3,Priscilla Presley,202906.0,153090.0,49816.0,1087805.0
6,3,Marlee Matlin,165479.0,131375.0,34103.0,1087805.0
6,3,Shannon Elizabeth,180441.0,141676.0,38765.0,1087805.0
6,3,Marissa Jaret Winokur,187539.0,144659.0,42880.0,1087805.0
6,3,Jason Taylor,146660.0,117551.0,29109.0,1087805.0
6,3,Kristi Yamaguchi,289830.0,255280.0,34550.0,1087805.0
6,3,Adam Carolla,170794.0,142046.0,28748.0,1087805.0
6,3,Mario,164882.0,140838.0,24044.0,1087805.0
6,4,Cristian de la Fuente,270340.0,217119.0,53221.0,1238304.0
6,4,Priscilla Presley,208231.0,158556.0,49675.0,1238304.0
6,4,Marlee Matlin,172351.0,131453.0,40898.0,1238304.0
6,4,Shannon Elizabeth,200669.0,146716.0,53954.0,1238304.0
6,4,Marissa Jaret Winokur,206701.0,143766.0,62934.0,1238304.0
6,4,Jason Taylor,155432.0,116728.0,38704.0,1238304.0
6,4,Kristi Yamaguchi,291310.0,250064.0,41246.0,1238304.0
6,4,Adam Carolla,164880.0,136590.0,28290.0,1238304.0
6,4,Mario,180484.0,149858.0,30626.0,1238304.0
6,5,Cristian de la Fuente,209053.0,154338.0,54715.0,1546865.0
6,5,Priscilla Presley,187916.0,128970.0,58946.0,1546865.0
6,5,Marlee Matlin,213838.0,138006.0,75832.0,1546865.0
6,5,Shannon Elizabeth,204917.0,152421.0,52496.0,1546865.0
6,5,Marissa Jaret Winokur,224798.0,143716.0,81082.0,1546865.0
6,5,Jason Taylor,214080.0,153311.0,60768.0,1546865.0
6,5,Kristi Yamaguchi,317639.0,246071.0,71569.0,1546865.0
6,5,Mario,192597.0,141023.0,51574.0,1546865.0
6,6,Cristian de la Fuente,228841.0,155229.0,73612.0,1953135.0
6,6,Marlee Matlin,227928.0,126448.0,101480.0,1953135.0
6,6,Shannon Elizabeth,228193.0,147339.0,80854.0,1953135.0
6,6,Marissa Jaret Winokur,254686.0,139962.0,114724.0,1953135.0
6,6,Jason Taylor,232786.0,162669.0,70116.0,1953135.0
6,6,Kristi Yamaguchi,341979.0,240629.0,101350.0,1953135.0
6,6,Mario,219610.0,146121.0,73489.0,1953135.0
6,8,Cristian de la Fuente,320107.0,151972.0,168135.0,2412195.0
6,8,Marissa Jaret Winokur,308494.0,160214.0,148280.0,2412195.0
6,8,Jason Taylor,313147.0,157229.0,155917.0,2412195.0
6,8,Kristi Yamaguchi,314808.0,157670.0,157139.0,2412195.0
6,8,Mario,191627.0,101789.0,89838.0,2412195.0
6,9,Cristian de la Fuente,473856.0,181352.0,292504.0,3210888.0
6,9,Marissa Jaret Winokur,333443.0,144272.0,189172.0,3210888.0
6,9,Jason Taylor,462170.0,174877.0,287293.0,3210888.0
6,9,Kristi Yamaguchi,414168.0,156430.0,257738.0,3210888.0
6,10,Cristian de la Fuente,543263.0,182119.0,361144.0,3236949.0
6,10,Jason Taylor,561311.0,172089.0,389221.0,3236949.0
6,10,Kristi Yamaguchi,505029.0,150295.0,354734.0,3236949.0
7,1,Ted McGinley,94642.0,74553.0,20089.0,1010039.0
7,1,Cloris Leachman,193494.0,172486.0,21009.0,1010039.0
7,1,Susan Lucci,168158.0,145622.0,22536.0,1010039.0
7,1,Cody Linley,171905.0,146373.0,25532.0,1010039.0
7,1,Misty May-Treanor,165933.0,140424.0,25510.0,1010039.0
7,1,Maurice Greene,169029.0,145708.0,23320.0,1010039.0
7,1,Warren Sapp,176204.0,151533.0,24671.0,1010039.0
7,1,Jeffrey Ross,119982.0,106215.0,13768.0,1010039.0
7,1,Toni Braxton,134028.0,108324.0,25704.0,1010039.0
7,1,Lance Bass,157044.0,132744.0,24301.0,1010039.0
7,1,Kim Kardashian,177617.0,153253.0,24364.0,1010039.0
7,1,Rocco DiSpirito,172485.0,149326.0,23159.0,1010039.0
7,1,Brooke Burke,193861.0,164167.0,29695.0,1010039.0
7,2,Cloris Leachman,195572.0,174172.0,21400.0,1010039.0
7,2,Susan Lucci,168201.0,145880.0,22321.0,1010039.0
7,2,Cody Linley,167986.0,142742.0,25244.0,1010039.0
7,2,Misty May-Treanor,168884.0,143725.0,25160.0,1010039.0
7,2,Maurice Greene,170610.0,147000.0,23610.0,1010039.0
7,2,Warren Sapp,170995.0,146443.0,24552.0,1010039.0
7,2,Toni Braxton,134633.0,109236.0,25397.0,1010039.0
7,2,Lance Bass,156593.0,131949.0,24645.0,1010039.0
7,2,Kim Kardashian,176822.0,152542.0,24281.0,1010039.0
7,2,Rocco DiSpirito,171309.0,148379.0,22930.0,1010039.0
7,2,Brooke Burke,190361.0,160682.0,29680.0,1010039.0
7,3,Cloris Leachman,206199.0,177176.0,29023.0,1087805.0
7,3,Susan Lucci,178382.0,144338.0,34044.0,1087805.0
7,3,Cody Linley,181078.0,146097.0,34980.0,1087805.0
7,3,Maurice Greene,183433.0,143081.0,40352.0,1087805.0
7,3,Warren Sapp,186218.0,147494.0,38724.0,1087805.0
7,3,Toni Braxton,141982.0,108401.0,33581.0,1087805.0
7,3,Lance Bass,164649.0,130146.0,34502.0,1087805.0
7,3,Rocco DiSpirito,182148.0,146474.0,35674.0,1087805.0
7,3,Brooke Burke,207049.0,161017.0,46032.0,1087805.0
7,4,Cloris Leachman,238608.0,186910.0,51697.0,1238304.0
7,4,Susan Lucci,199424.0,156358.0,43067.0,1238304.0
7,4,Cody Linley,180516.0,138062.0,42454.0,1238304.0
7,4,Maurice Greene,182745.0,141904.0,40841.0,1238304.0
7,4,Warren Sapp,193189.0,150103.0,43087.0,1238304.0
7,4,Toni Braxton,152744.0,116360.0,36385.0,1238304.0
7,4,Lance Bass,175999.0,125437.0,50562.0,1238304.0
7,4,Rocco DiSpirito,137362.0,107731.0,29631.0,1238304.0
7,4,Brooke Burke,208794.0,157257.0,51536.0,1238304.0
7,5,Cloris Leachman,232684.0,163550.0,69134.0,1546865.0
7,5,Susan Lucci,230891.0,179695.0,51196.0,1546865.0
7,5,Cody Linley,168158.0,104687.0,63471.0,1546865.0
7,5,Maurice Greene,212562.0,134779.0,77784.0,1546865.0
7,5,Warren Sapp,230516.0,175026.0,55490.0,1546865.0
7,5,Toni Braxton,143912.0,107683.0,36228.0,1546865.0
7,5,Lance Bass,195950.0,137911.0,58038.0,1546865.0
7,5,Brooke Burke,224662.0,155815.0,68846.0,1546865.0
7,6,Cloris Leachman,205285.0,130063.0,75222.0,1953135.0
7,6,Susan Lucci,238694.0,161376.0,77318.0,1953135.0
7,6,Cody Linley,186742.0,93716.0,93026.0,1953135.0
7,6,Maurice Greene,218229.0,120068.0,98162.0,1953135.0
7,6,Warren Sapp,255164.0,164729.0,90435.0,1953135.0
7,6,Lance Bass,226698.0,128662.0,98036.0,1953135.0
7,6,Brooke Burke,281899.0,176049.0,105850.0,1953135.0
7,7,Susan Lucci,221981.0,117606.0,104376.0,2261696.0
7,7,Cody Linley,264492.0,155439.0,109053.0,2261696.0
7,7,Maurice Greene,286853.0,138168.0,148685.0,2261696.0
7,7,Warren Sapp,440789.0,296338.0,144451.0,2261696.0
7,7,Lance Bass,280234.0,130049.0,150185.0,2261696.0
7,7,Brooke Burke,288085.0,93224.0,194861.0,2261696.0
7,8,Cody Linley,318888.0,167832.0,151056.0,2412195.0
7,8,Maurice Greene,300174.0,126855.0,173319.0,2412195.0
7,8,Warren Sapp,544993.0,312580.0,232413.0,2412195.0
7,8,Lance Bass,321834.0,129931.0,191903.0,2412195.0
7,8,Brooke Burke,307183.0,87703.0,219480.0,2412195.0
7,9,Cody Linley,407127.0,165780.0,241347.0,3210888.0
7,9,Warren Sapp,669399.0,311466.0,357933.0,3210888.0
7,9,Lance Bass,498820.0,129982.0,368838.0,3210888.0
