season,week,celebrity,fan_share_mean,fan_share_std,base_count,casual_votes,total_votes,fan_votes_mean,total_pool,model_confidence
2,1,Drew Lachey,0.10794032182410496,0.03849090412715008,143434.17135338404,39106.528100161646,182540.69945354568,182540.69945354568,1010039.2763864268,0.252
2,1,Kenny Mayne,0.06188739717645672,0.011776890082074755,86916.46858895359,18344.321204865995,105260.7897938196,105260.7897938196,1010039.2763864268,0.252
2,2,Tatum O'Neal,0.0741134214850622,0.01619353014163866,93658.25597181244,26316.04878778,119974.30475959243,119974.30475959243,1041020.1801942739,0.438
2,2,Tia Carrere,0.11389161374475504,0.038078201841449846,149166.13048795878,36062.20295064429,185228.3334386031,185228.3334386031,1041020.1801942739,0.438
2,2,George Hamilton,0.11373755526926754,0.029737644565329884,148684.09655024565,36292.027726406595,184976.12427665226,184976.12427665226,1041020.1801942739,0.438
2,2,Lisa Rinna,0.11643109456568188,0.028202001465225463,154753.73904315662,33184.67994349973,187938.41898665635,187938.41898665635,1041020.1801942739,0.438
2,2,Stacy Keibler,0.11086991700926382,0.033698925957807956,134993.57683225904,44856.863452067,179850.44028432603,179850.44028432603,1041020.1801942739,0.438
2,2,Jerry Rice,0.10746479073013426,0.024885767026837046,136952.17135032816,38075.752409566485,175027.92375989465,175027.92375989465,1041020.1801942739,0.438
2,2,Giselle Fernandez,0.10796350184206162,0.036225348895091505,138224.7553521154,36800.46962610651,175025.2249782219,175025.2249782219,1041020.1801942739,0.438
2,2,Master P,0.13546010290378108,0.033974566587108936,191649.56744957677,27251.834568185703,218901.40201776248,218901.40201776248,1041020.1801942739,0.438
2,2,Drew Lachey,0.12006800244999255,0.04499448611228901,145192.8335800972,48625.0167715767,193817.8503516739,193817.8503516739,1041020.1801942739,0.438
2,3,Tia Carrere,0.11085632604693325,0.041191010952046074,118376.70347931165,53233.864332815014,171610.56781212668,171610.56781212668,1157500.8775303971,0.136
2,3,George Hamilton,0.1019514416161281,0.025623590660506516,116300.83888564561,44063.73991990076,160364.57880554636,160364.57880554636,1157500.8775303971,0.136
2,3,Lisa Rinna,0.1490121922974014,0.037384022179262656,179369.3413768538,51737.40226845234,231106.7436453061,231106.7436453061,1157500.8775303971,0.136
2,3,Stacy Keibler,0.12432171958337115,0.032894190303369826,146855.5887454843,48808.37149910168,195663.96024458596,195663.96024458596,1157500.8775303971,0.136
2,3,Jerry Rice,0.11094385226642506,0.011029803880737741,138324.6698939394,35466.36341154625,173791.03330548567,173791.03330548567,1157500.8775303971,0.136
2,3,Giselle Fernandez,0.07280525973917604,0.013140524272658029,84836.69035840726,29064.564957284205,113901.25531569148,113901.25531569148,1157500.8775303971,0.136
2,3,Master P,0.18053101093385382,0.043378316195745587,253214.05407536533,30194.231133356283,283408.2852087216,283408.2852087216,1157500.8775303971,0.136
2,3,Drew Lachey,0.1495781975167112,0.06021983920218133,161132.59785728564,71883.84809276718,233016.4459500528,233016.4459500528,1157500.8775303971,0.136
2,4,Tia Carrere,0.13950093710903624,0.039548359620175715,161893.43994913704,64349.716803592426,226243.1567527294,226243.1567527294,1492978.8197759055,0.174
2,4,George Hamilton,0.1454310194176949,0.025594464924387796,181619.19336331583,63255.96550441969,244875.15886773553,244875.15886773553,1492978.8197759055,0.174
2,4,Lisa Rinna,0.15844109112521707,0.054068774921511305,167618.31445832353,90129.46014077122,257747.77459909476,257747.77459909476,1492978.8197759055,0.174
2,4,Stacy Keibler,0.16817704260241595,0.043162701480784764,195531.7407931745,88953.89008139592,284485.6308745704,284485.6308745704,1492978.8197759055,0.174
2,4,Jerry Rice,0.14003371194611292,0.012991425334290468,146740.37938769587,86321.76692954647,233062.14631724238,233062.14631724238,1492978.8197759055,0.174
2,4,Master P,0.12584408930356783,0.016102317104166482,181720.5246141262,26277.76731324832,207998.29192737455,207998.29192737455,1492978.8197759055,0.174
2,4,Drew Lachey,0.12257210849595507,0.020725194825639164,98366.2870012847,108229.25265772014,206595.53965900483,206595.53965900483,1492978.8197759055,0.174
2,5,Tia Carrere,0.12243016956532068,0.023653021452514023,141323.24432931366,75362.92357814117,216686.16790745486,216686.16790745486,2007021.1802240948,0.528
2,5,George Hamilton,0.17103688609938408,0.027010746764136638,217709.25043587346,92185.1836711204,309894.43410699384,309894.43410699384,2007021.1802240948,0.528
2,5,Lisa Rinna,0.16380715135520335,0.023259279241769643,166772.78988849625,123556.4040779766,290329.19396647287,290329.19396647287,2007021.1802240948,0.528
2,5,Stacy Keibler,0.21839567992797243,0.021672831139847543,229881.93941707537,159043.37556617352,388925.31498324894,388925.31498324894,2007021.1802240948,0.528
2,5,Jerry Rice,0.16538517943698555,0.015287769806694277,171366.13346682774,120555.01049214206,291921.1439589698,291921.1439589698,2007021.1802240948,0.528
2,5,Drew Lachey,0.15894493361513395,0.020080084509980403,120471.24598829861,164572.95817650342,285044.20416480204,285044.20416480204,2007021.1802240948,0.528
2,6,George Hamilton,0.16289586778032206,0.008460440119503084,147204.89019820443,127849.65057228332,275054.5407704878,275054.5407704878,2342499.1224696026,0.6
2,6,Lisa Rinna,0.19625213103790548,0.01602943826982317,149462.64057252023,182034.70422693575,331497.34479945607,331497.34479945607,2342499.1224696026,0.6
2,6,Stacy Keibler,0.24674964154815474,0.02593702959021987,201411.04661273683,214930.10269707584,416341.1493098127,416341.1493098127,2342499.1224696026,0.6
2,6,Jerry Rice,0.2002501922843662,0.014630021093758827,130598.4807826825,206215.03428756053,336813.515070243,336813.515070243,2342499.1224696026,0.6
2,6,Drew Lachey,0.19385216734925162,0.02668412821892259,105964.11209826666,224779.32296542308,330743.4350636898,330743.4350636898,2342499.1224696026,0.6
2,7,Lisa Rinna,0.22609790851085979,0.003860312370816121,88106.7481382402,364438.95550535416,452545.7036435944,452545.7036435944,3196673.7657474442,0.05
2,7,Stacy Keibler,0.30464343898220714,0.008586788309792709,270251.7760626484,339610.0526575861,609861.8287202345,609861.8287202345,3196673.7657474442,0.05
2,7,Jerry Rice,0.2378492920336879,0.00476654712810814,143460.34898992852,332584.5931271239,476044.9421170524,476044.9421170524,3196673.7657474442,0.05
2,7,Drew Lachey,0.23140936047324523,0.0034106485085180238,72634.54133435668,390549.56315107585,463184.10448543256,463184.10448543256,3196673.7657474442,0.05
2,8,Stacy Keibler,0.3606443718570922,0.01135571716823242,271225.0187377671,433485.3107448566,704710.3294826237,704710.3294826237,3236948.940697645,1.0
2,8,Jerry Rice,0.3442098303231481,0.008582306991908768,143033.41409276467,529399.162863216,672432.5769559807,672432.5769559807,3236948.940697645,1.0
2,8,Drew Lachey,0.29514579781975964,0.007270190391331025,72327.75234146061,504249.384002646,576577.1363441065,576577.1363441065,3236948.940697645,1.0
3,1,Harry Hamlin,0.0912233109112944,0.03285584157375754,144635.9842661317,23927.83855292328,168563.82281905494,168563.82281905494,1010039.2763864269,0.47
3,1,Vivica A. Fox,0.0955546003170332,0.030978018669512993,144471.59322044562,32242.47710634257,176714.07032678818,176714.07032678818,1010039.2763864269,0.47
3,1,Monique Coleman,0.09100378800225394,0.03164378780757957,141663.1365504986,26799.57829077893,168462.71484127754,168462.71484127754,1010039.2763864269,0.47
3,1,Joey Lawrence,0.09369437010509069,0.032559857924552876,142983.31542046674,30086.937919605065,173070.25334007177,173070.25334007177,1010039.2763864269,0.47
3,1,Mario Lopez,0.09399541057491811,0.029847935102177696,136431.23384631443,37677.49455599598,174108.7284023104,174108.7284023104,1010039.2763864269,0.47
3,1,Emmitt Smith,0.0970338951603175,0.03328876295360376,144757.47390738668,33493.14765978439,178250.62156717104,178250.62156717104,1010039.2763864269,0.47
3,1,Shanna Moakler,0.09214140657146194,0.03156371874567893,142272.11585579294,27279.055894842983,169551.17175063593,169551.17175063593,1010039.2763864269,0.47
3,1,Willa Ford,0.09185403569090331,0.029521878813791678,138448.117940487,31019.932328697992,169468.050269185,169468.050269185,1010039.2763864269,0.47
3,1,Sara Evans,0.09337857361312707,0.032334614643243026,150889.7652124138,21639.623225610052,172529.38843802386,172529.38843802386,1010039.2763864269,0.47
3,1,Jerry Springer,0.09762056897828737,0.03455248808437362,156837.00299064344,23458.126828331835,180295.12981897529,180295.12981897529,1010039.2763864269,0.47
3,1,Tucker Carlson,0.06250004007531246,0.012149255270609628,99125.51088798289,16106.558320968526,115232.06920895139,115232.06920895139,1010039.2763864269,0.47
3,2,Harry Hamlin,0.09742995739946891,0.034643109205791216,147640.18103570407,27295.42610150815,174935.6071372122,174935.6071372122,1030086.3048067756,0.08
3,2,Vivica A. Fox,0.1164584723265513,0.03392588734216775,170712.12957285607,38200.52236743397,208912.65194029,208912.65194029,1030086.3048067756,0.08
3,2,Monique Coleman,0.0974765681495517,0.030296152611948898,148503.47910620045,29767.140950690322,178270.62005689074,178270.62005689074,1030086.3048067756,0.08
3,2,Joey Lawrence,0.10409889857600507,0.02491368662416412,150145.07067589165,39837.01005766696,189982.08073355857,189982.08073355857,1030086.3048067756,0.08
3,2,Mario Lopez,0.09955179791468165,0.025253267307015617,149211.69629618374,30907.651307846747,180119.34760403048,180119.34760403048,1030086.3048067756,0.08
3,2,Emmitt Smith,0.1047991582623969,0.03425435474253935,159456.83396017863,28166.54207908847,187623.3760392671,187623.3760392671,1030086.3048067756,0.08
3,2,Shanna Moakler,0.056029207179034625,0.008931022808470683,75017.49226750682,25128.30362151079,100145.79588901762,100145.79588901762,1030086.3048067756,0.08
3,2,Willa Ford,0.09421457616480067,0.025146296318520105,138661.4880827317,31977.968782062722,170639.45686479443,170639.45686479443,1030086.3048067756,0.08
3,2,Sara Evans,0.09500606393878468,0.028141159173729443,141220.7788997741,29540.48389610908,170761.26279588317,170761.26279588317,1030086.3048067756,0.08
3,2,Jerry Springer,0.13493530008872456,0.04493546859693857,220810.6103939646,25330.928307091814,246141.53870105642,246141.53870105642,1030086.3048067756,0.08
3,3,Harry Hamlin,0.07075696313160726,0.004936918419323725,102346.64510147109,24501.356664498777,126848.00176596988,126848.00176596988,1087805.3543115521,0.104
3,3,Vivica A. Fox,0.1267900786623686,0.022288221688538928,171427.5506453776,56639.24344513992,228066.7940905175,228066.7940905175,1087805.3543115521,0.104
3,3,Monique Coleman,0.13898244348189576,0.029143209857971447,201780.8420563464,46508.95183516875,248289.79389151512,248289.79389151512,1087805.3543115521,0.104
3,3,Joey Lawrence,0.12102649837646867,0.01680016555749623,185716.42870387755,32434.886813373345,218151.31551725094,218151.31551725094,1087805.3543115521,0.104
3,3,Mario Lopez,0.103261661290303,0.015418284456488738,140610.4280445815,43975.32907130636,184585.75711588789,184585.75711588789,1087805.3543115521,0.104
3,3,Emmitt Smith,0.1130986857752459,0.02259451832836567,187175.67535714863,14930.66835139669,202106.3437085453,202106.3437085453,1087805.3543115521,0.104
3,3,Willa Ford,0.09411926085925448,0.019324872643829087,127536.71952630563,42774.861213001495,170311.5807393072,170311.5807393072,1087805.3543115521,0.104
3,3,Sara Evans,0.09983679624404933,0.014996324478516355,132264.19694793783,46192.053247711774,178456.25019564957,178456.25019564957,1087805.3543115521,0.104
3,3,Jerry Springer,0.13212761217880709,0.045505002264300695,194785.58487790736,44371.93646219459,239157.52134010196,239157.52134010196,1087805.3543115521,0.104
3,4,Harry Hamlin,0.07095995643305966,0.004847323094643272,102537.58481711897,24528.512413874716,127066.09723099369,127066.09723099369,1087805.354311552,0.002
3,4,Vivica A. Fox,0.1277673622257276,0.022219124064377965,172901.04444740998,56685.68640430596,229586.73085171598,229586.73085171598,1087805.354311552,0.002
3,4,Monique Coleman,0.13795522414191305,0.029462346890534515,200195.31233394713,45976.51138962821,246171.8237235753,246171.8237235753,1087805.354311552,0.002
3,4,Joey Lawrence,0.12095996654250382,0.017526873790969417,185131.09075373627,32747.449934245473,217878.54068798173,217878.54068798173,1087805.354311552,0.002
3,4,Mario Lopez,0.10422534343597366,0.015946564873620464,142541.19269531858,43544.38618564181,186085.57888096035,186085.57888096035,1087805.354311552,0.002
3,4,Emmitt Smith,0.11289556150869835,0.022924172218357908,186599.3742373502,14868.888954605749,201468.26319195595,201468.26319195595,1087805.354311552,0.002
3,4,Willa Ford,0.09436419223942027,0.01923072531734532,128065.33931516057,42519.68931215226,170585.02862731283,170585.02862731283,1087805.354311552,0.002
3,4,Sara Evans,0.10001893355509031,0.01470046603181698,132225.04196570045,46342.28773042452,178567.32969612497,178567.32969612497,1087805.354311552,0.002
3,4,Jerry Springer,0.13085345991761332,0.04339460594982294,192021.346542898,44450.14745221041,236471.4939951084,236471.4939951084,1087805.354311552,0.002
3,5,Monique Coleman,0.1801866909062846,0.03904899781395958,202824.60065098866,97336.51131384207,300161.1119648307,300161.1119648307,1546864.6611124591,0.304
3,5,Joey Lawrence,0.1386009961016843,0.00633405719567771,188324.7867501153,44270.90419516344,232595.69094527877,232595.69094527877,1546864.6611124591,0.304
3,5,Mario Lopez,0.13512039203504253,0.01449368016263929,128838.76677503448,96940.42173937477,225779.1885144093,225779.1885144093,1546864.6611124591,0.304
3,5,Emmitt Smith,0.14524899791520127,0.02599262724868999,208913.55088742086,36420.96205241503,245334.51293983596,245334.51293983596,1546864.6611124591,0.304
3,5,Willa Ford,0.11216043228312973,0.00966190694347902,86235.39154753035,101406.6690507176,187642.06059824792,187642.06059824792,1546864.6611124591,0.304
3,5,Sara Evans,0.11272917220168122,0.024415608894906408,132803.6340768777,54754.77456891844,187558.40864579615,187558.40864579615,1546864.6611124591,0.304
3,5,Jerry Springer,0.17595331855697635,0.06056369041833639,224552.14422017857,74808.61768794253,299360.7619081211,299360.7619081211,1546864.6611124591,0.304
3,6,Monique Coleman,0.23035460577519595,0.055594420366288054,197262.52236644403,158955.15778801573,356217.6801544597,356217.6801544597,1953135.3388875418,1.0
3,6,Joey Lawrence,0.173970597998154,0.014563512769139876,186197.1828196869,88463.01676371056,274660.1995833975,274660.1995833975,1953135.3388875418,1.0
3,6,Mario Lopez,0.20593702960061633,0.04154348578512759,130187.42650023392,188775.8597236575,318963.2862238914,318963.2862238914,1953135.3388875418,1.0
3,6,Emmitt Smith,0.17549002927848406,0.034429341309099165,211003.03230100774,68300.51262926248,279303.5449302702,279303.5449302702,1953135.3388875418,1.0
3,6,Jerry Springer,0.21424773734754962,0.052532718416950425,238320.97693149128,104238.4626619545,342559.4395934458,342559.4395934458,1953135.3388875418,1.0
3,7,Monique Coleman,0.26575457323432755,0.011508476563407932,221916.0379227197,204897.65908716744,426813.6970098871,426813.6970098871,2261696.342678628,0.21
3,7,Joey Lawrence,0.1676144051872106,0.008467814348475924,211031.5880985854,58173.85703986558,269205.445138451,269205.445138451,2261696.342678628,0.21
3,7,Mario Lopez,0.21889976612592202,0.009654931556049101,120179.9272144235,231209.12418950902,351389.05140393256,351389.05140393256,2261696.342678628,0.21
3,7,Emmitt Smith,0.15824907533806118,0.008450229618337251,200044.84703414235,54112.242615685056,254157.08964982737,254157.08964982737,2261696.342678628,0.21
3,7,Jerry Springer,0.18948218011447873,0.006640770056861474,137971.63532320264,166345.8468841711,304317.4822073737,304317.4822073737,2261696.342678628,0.21
3,9,Joey Lawrence,0.3320050971869779,0.08467422596024775,144016.5250123641,319194.0245303933,463210.54954275733,463210.54954275733,3210887.8037511925,1.0
3,9,Mario Lopez,0.3369900318812571,0.08334591066814688,142844.58823899628,325830.74403799925,468675.3322769955,468675.3322769955,3210887.8037511925,1.0
3,9,Emmitt Smith,0.331004870931765,0.0811435686593813,141909.028382031,318681.0505705394,460590.07895257033,460590.07895257033,3210887.8037511925,1.0
3,10,Mario Lopez,0.4964434584558419,0.11132039676804975,141631.116274403,480614.685389046,622245.801663449,622245.801663449,3236948.940697645,1.0
3,10,Emmitt Smith,0.5035565415441581,0.11132039676804975,142248.96599604533,487139.5166503793,629388.4826464246,629388.4826464246,3236948.940697645,1.0
4,1,John Ratzenberger,0.09126946280887359,0.03177143926615032,145651.30298335018,24590.19853356897,170241.50151691918,170241.50151691918,1010039.2763864269,1.0
4,1,Ian Ziering,0.09273757812613294,0.03204561418247344,142392.95825689728,30575.818708457224,172968.7769653545,172968.7769653545,1010039.2763864269,1.0
4,1,Clyde Drexler,0.0882634247547521,0.03127253466953813,141727.30872936317,22343.591813166528,164070.90054252974,164070.90054252974,1010039.2763864269,1.0
4,1,Laila Ali,0.09532737067545764,0.030393349221212188,144021.71387963815,33557.195870014155,177578.90974965226,177578.90974965226,1010039.2763864269,1.0
4,1,Apolo Anton Ohno,0.09464946143565153,0.03287407780902467,146509.35977331168,29910.63139684109,176419.9911701528,176419.9911701528,1010039.2763864269,1.0
4,1,Shandi Finnessey,0.08761157405668203,0.02775892372228085,135334.1661980876,27828.017782257804,163162.18398034543,163162.18398034543,1010039.2763864269,1.0
4,1,Paulina Porizkova,0.09172907000137048,0.030234054345600243,141202.11258292908,29127.225729212336,170329.33831214142,170329.33831214142,1010039.2763864269,1.0
4,1,Heather Mills,0.08797890401619092,0.02913501575962196,137994.9865991108,26234.25448153431,164229.2410806451,164229.2410806451,1010039.2763864269,1.0
4,1,Billy Ray Cyrus,0.08696101771051787,0.029969938539440806,143480.29658823987,19248.931537592463,162729.22812583233,162729.22812583233,1010039.2763864269,1.0
4,1,Joey Fatone,0.09680811071761806,0.03251167072681068,144855.9428632919,35252.88376730885,180108.82663060073,180108.82663060073,1010039.2763864269,1.0
4,1,Leeza Gibbons,0.08666402569675284,0.031084095527134883,139445.73985435985,22244.228379337295,161689.96823369715,161689.96823369715,1010039.2763864269,1.0
4,2,John Ratzenberger,0.08678635659068504,0.023264547893396114,139212.8272066298,24785.968887467072,163998.79609409682,163998.79609409682,1030086.3048067756,0.084
4,2,Ian Ziering,0.09936241728214291,0.03316088464602342,159702.5230811861,30611.38787005316,190313.9109512393,190313.9109512393,1030086.3048067756,0.084
4,2,Clyde Drexler,0.08975906080247861,0.022789784561017618,151467.98665458412,20732.456356050487,172200.4430106346,172200.4430106346,1030086.3048067756,0.084
4,2,Laila Ali,0.09658866031263245,0.027428890327379583,149742.9813414061,34905.452891782996,184648.4342331891,184648.4342331891,1030086.3048067756,0.084
4,2,Apolo Anton Ohno,0.09582199326156482,0.0363222631802472,151591.1195027139,32871.27811941922,184462.39762213308,184462.39762213308,1030086.3048067756,0.084
4,2,Shandi Finnessey,0.08965526212968394,0.024830791621231026,146635.67637432195,25159.712204889027,171795.38857921096,171795.38857921096,1030086.3048067756,0.084
4,2,Paulina Porizkova,0.05275248955495108,0.008938212894114787,76757.2885487845,23616.11548981562,100373.40403860011,100373.40403860011,1030086.3048067756,0.084
4,2,Heather Mills,0.09500402117187298,0.03763075805512112,148533.40868997583,31879.91646273167,180413.32515270746,180413.32515270746,1030086.3048067756,0.084
4,2,Billy Ray Cyrus,0.08754127377536157,0.024241776480904642,140665.17851848423,28464.19948011507,169129.37799859932,169129.37799859932,1030086.3048067756,0.084
4,2,Joey Fatone,0.10633291783457643,0.03503097764489963,169827.65265367585,33332.30203620145,203159.95468987728,203159.95468987728,1030086.3048067756,0.084
4,2,Leeza Gibbons,0.10039554728405012,0.02567098997602066,162278.31616625158,29151.487173847705,191429.80334009923,191429.80334009923,1030086.3048067756,0.084
4,3,John Ratzenberger,0.11669406874329522,0.01193695781887949,208288.19928471762,29972.381300260684,238260.5805849783,238260.5805849783,1087805.354311552,0.044
4,3,Ian Ziering,0.07266089521443493,0.02106114789791259,100465.23235203639,45693.4871379671,146158.7194900035,146158.7194900035,1087805.354311552,0.044
4,3,Clyde Drexler,0.10963757966577069,0.00555743438280777,214807.98801767922,8637.083594825219,223445.07161250443,223445.07161250443,1087805.354311552,0.044
4,3,Laila Ali,0.1146325425506244,0.02050838797490668,195794.358783527,39809.201529537124,235603.5603130641,235603.5603130641,1087805.354311552,0.044
4,3,Apolo Anton Ohno,0.14673628276628886,0.01637745336981718,272140.3395907888,28561.830167478904,300702.16975826776,300702.16975826776,1087805.354311552,0.044
4,3,Shandi Finnessey,0.06737568140388416,0.00326419526103326,100983.97230693101,36528.74101393626,137512.7133208673,137512.7133208673,1087805.354311552,0.044
4,3,Heather Mills,0.1004439912797824,0.009775827253925088,163221.52274691683,42027.91325025952,205249.43599717633,205249.43599717633,1087805.354311552,0.044
4,3,Billy Ray Cyrus,0.11267905549758073,0.006687017648121648,202353.3459167361,27682.306854927807,230035.65277166397,230035.65277166397,1087805.354311552,0.044
4,3,Joey Fatone,0.0842108729713657,0.018793673390634695,118070.98187725966,52116.43380074231,170187.41567800197,170187.41567800197,1087805.354311552,0.044
4,3,Leeza Gibbons,0.07492902990697298,0.014437525708074248,111980.83830933213,39534.745972092634,151515.5842814248,151515.5842814248,1087805.354311552,0.044
4,4,John Ratzenberger,0.12315081730899775,0.006627140335316737,214681.35802871257,32100.849160100777,246782.2071888133,246782.2071888133,1238303.6573213728,0.914
4,4,Ian Ziering,0.07800983754315027,0.016583588694347905,93990.261087496,61274.14039553466,155264.40148303064,155264.40148303064,1238303.6573213728,0.914
4,4,Clyde Drexler,0.11353364217317562,0.006746001238231666,217915.97715075675,9449.803983918853,227365.78113467558,227365.78113467558,1238303.6573213728,0.914
4,4,Laila Ali,0.12944750306129277,0.0147889845711768,206982.9040395558,53278.09479546348,260260.99883501927,260260.99883501927,1238303.6573213728,0.914
4,4,Apolo Anton Ohno,0.1605809583530999,0.015323481660418572,281651.51439666934,41135.7797718898,322787.29416855914,322787.29416855914,1238303.6573213728,0.914
4,4,Heather Mills,0.10820542151025939,0.007903318288318507,165410.44512412767,51792.70510702985,217203.15023115755,217203.15023115755,1238303.6573213728,0.914
4,4,Billy Ray Cyrus,0.12112625999257197,0.007600056645356644,208905.22198081386,33930.47653946742,242835.6985202813,242835.6985202813,1238303.6573213728,0.914
4,4,Joey Fatone,0.09511501901851825,0.008348924012425391,109456.30766033786,80671.06386794859,190127.37152828646,190127.37152828646,1238303.6573213728,0.914
4,4,Leeza Gibbons,0.0708305410389341,0.007058231019428839,107541.28535116687,34001.92782404972,141543.2131752166,141543.2131752166,1238303.6573213728,0.914
4,5,John Ratzenberger,0.13209270416514488,0.008800053884043615,215507.24505178636,48836.40870303199,264343.65375481837,264343.65375481837,1546864.6611124587,0.986
4,5,Ian Ziering,0.08782678598214616,0.014489359426443728,91977.98582035533,82803.85217506863,174781.83799542396,174781.83799542396,1546864.6611124587,0.986
4,5,Clyde Drexler,0.11404444702983704,0.008745664588226365,217387.54753686654,10695.646716124244,228083.1942529908,228083.1942529908,1546864.6611124587,0.986
4,5,Laila Ali,0.15145998939577526,0.015012599149512633,208057.06761083877,95920.2924281437,303977.3600389825,303977.3600389825,1546864.6611124587,0.986
4,5,Apolo Anton Ohno,0.17272738631705728,0.01651062029136266,282377.3792585326,64351.961819410855,346729.3410779435,346729.3410779435,1546864.6611124587,0.986
4,5,Heather Mills,0.11486603850809464,0.00764388543401308,166499.92132746018,63638.43631381073,230138.3576412709,230138.3576412709,1546864.6611124587,0.986
4,5,Billy Ray Cyrus,0.12284021339929428,0.009317398867205343,208929.25196457055,36901.55493990465,245830.8069044752,245830.8069044752,1546864.6611124587,0.986
4,5,Joey Fatone,0.10414243520265047,0.009548373051127448,110278.99534172394,97582.6039739707,207861.59931569465,207861.59931569465,1546864.6611124587,0.986
