season,week,celebrity,fan_share_mean,fan_share_std,base_count,casual_votes,total_votes,total_pool,model_confidence
1,4,Rachel Hunter,0.18407163143066316,0.02872179728545186,104445.4327954033,108910.45267069408,213355.88546609736,2096587.8679450077,0.0
1,4,Joey McIntyre,0.322370222725147,0.03802479542517562,199301.60128794416,173752.0764162522,373053.6777041963,2096587.8679450077,0.0
1,5,John O'Hurley,0.36351831280843083,0.04008663614601031,148725.76638936627,393759.95034674514,542485.7167361114,3157519.547303744,1.0
1,5,Kelly Monaco,0.24775022877518232,0.03555518805751133,120580.21918815986,249681.56665151787,370261.7858396777,3157519.547303744,1.0
1,5,Joey McIntyre,0.38873145841638684,0.044254931307071574,197280.8072330598,379414.64810595533,576695.4553390151,3157519.547303744,1.0
1,6,John O'Hurley,0.5690800651030052,0.06470977185723849,146660.93688135903,533042.3842131051,679703.321094464,3236948.940697645,1.0
1,6,Kelly Monaco,0.4309199348969947,0.06470977185723847,121160.7035702486,396663.4324161544,517824.135986403,3236948.940697645,1.0
2,1,Tatum O'Neal,0.09827695776647634,0.031435963875181154,136721.42132308122,35011.76966996164,171733.19099304287,1010039.276386427,0.258
2,1,Tia Carrere,0.09843828132583478,0.031835219592316284,142317.81322632424,29570.709967267943,171888.5231935922,1010039.276386427,0.258
2,1,George Hamilton,0.10825949289162078,0.032507324746201965,162520.4855152436,26856.185207698716,189376.67072294233,1010039.276386427,0.258
2,1,Lisa Rinna,0.09917875768387677,0.031765147103490626,141634.9176602199,30748.082344089715,172383.0000043096,1010039.276386427,0.258
2,1,Stacy Keibler,0.1054362534805313,0.03437554169927849,150289.0377258747,33552.25702378784,183841.2947496625,1010039.276386427,0.258
2,1,Jerry Rice,0.10070457463641,0.0342581987523708,142444.85114967285,34037.597899347995,176482.4490490208,1010039.276386427,0.258
2,1,Giselle Fernandez,0.10315139118968127,0.03131361226644323,144673.8317435477,36248.323778618564,180922.15552216623,1010039.276386427,0.258
2,1,Master P,0.11124805227124301,0.029568755262269757,174844.15914763228,18907.03309170713,193751.19223933938,1010039.276386427,0.258
2,1,Drew Lachey,0.11203987481824979,0.0344122606708034,159784.2698444117,36331.114555349224,196115.38439976095,1010039.276386427,0.258
2,1,Kenny Mayne,0.06326636393607599,0.012167591086937083,89911.11312886864,20225.08150706284,110136.19463593149,1010039.276386427,0.258
2,2,Tatum O'Neal,0.07303337688954645,0.01365675562856432,96613.85768754096,26009.63965484498,122623.49734238595,1041020.1801942739,0.414
2,2,Tia Carrere,0.10620831603201321,0.034554559592678516,144556.7318368456,33262.77653045646,177819.50836730204,1041020.1801942739,0.414
2,2,George Hamilton,0.11789580332221625,0.03700353263006883,164220.37598620867,32876.815117944665,197097.19110415335,1041020.1801942739,0.414
2,2,Lisa Rinna,0.11841757450896648,0.0319008486518971,165981.40210335262,31752.32882745228,197733.73093080486,1041020.1801942739,0.414
2,2,Stacy Keibler,0.11723444196556364,0.03321888499549341,151578.84492496503,45048.66461025556,196627.50953522057,1041020.1801942739,0.414
2,2,Jerry Rice,0.10927308388540023,0.040156606563438335,146466.5168579479,37910.10619250618,184376.62305045407,1041020.1801942739,0.414
2,2,Giselle Fernandez,0.10508546894746038,0.03385435985575519,138445.6060986147,37995.48570419563,176441.09180281035,1041020.1801942739,0.414
2,2,Master P,0.12947791267550895,0.030019044476824363,191752.41443729497,24642.306073199255,216394.72051049423,1041020.1801942739,0.414
2,2,Drew Lachey,0.12337402177332449,0.03977324922112291,166798.02891282903,40815.11797303242,207613.14688586144,1041020.1801942739,0.414
2,3,Tia Carrere,0.12446114777418701,0.030156537027109475,136470.11712378016,62685.647754960446,199155.7648787406,1157500.8775303971,0.168
2,3,George Hamilton,0.12866107497125517,0.03750995141461853,173946.44221342943,32457.454816523386,206403.89702995284,1157500.8775303971,0.168
2,3,Lisa Rinna,0.13156328152521574,0.026574426982118045,157421.11038949102,50111.762844326375,207532.87323381737,1157500.8775303971,0.168
2,3,Stacy Keibler,0.11032992012928121,0.03012559927029323,127750.83775964139,49698.69654123872,177449.5343008801,1157500.8775303971,0.168
2,3,Jerry Rice,0.15174774320384427,0.03347781761074425,209170.42558347306,35393.959492719,244564.38507619203,1157500.8775303971,0.168
2,3,Giselle Fernandez,0.08091267361640882,0.015376941207676261,96104.03253159353,32816.24429158434,128920.2768231779,1157500.8775303971,0.168
2,3,Master P,0.14674310778372912,0.021939582787229784,206879.6525975656,26837.98632440109,233717.63892196672,1157500.8775303971,0.168
2,3,Drew Lachey,0.12558105099607872,0.03695034655268295,147372.56401935246,51846.18694545395,199218.75096480636,1157500.8775303971,0.168
2,4,Tia Carrere,0.14242471312789018,0.031974710480739736,143845.1169911576,94224.76909686485,238069.8860880225,1492978.8197759052,0.224
2,4,George Hamilton,0.1860935609634162,0.047588346391036665,253411.71258093763,62203.72580141978,315615.43838235736,1492978.8197759052,0.224
2,4,Lisa Rinna,0.1312625975401631,0.027682044827033084,152096.05697467938,64443.88277021405,216539.93974489343,1492978.8197759052,0.224
2,4,Stacy Keibler,0.10980871351241592,0.019286565791182413,98133.36122503244,85946.58706746277,184079.94829249516,1492978.8197759052,0.224
2,4,Jerry Rice,0.15566996730637564,0.027793446182586425,175813.84416295862,85404.87768705936,261218.72185001796,1492978.8197759052,0.224
2,4,Master P,0.11784538841382641,0.010877951677710745,173759.92823622117,22553.155407147508,196313.08364336868,1492978.8197759052,0.224
2,4,Drew Lachey,0.1568950591359126,0.04369795205263846,185772.50652822037,78968.64740533914,264741.15393355954,1492978.8197759052,0.224
2,5,Tia Carrere,0.13959856333993792,0.016249656975492254,114658.62577820964,118449.29373660032,233107.9195148099,2007021.1802240948,0.628
2,5,George Hamilton,0.23002279455147842,0.036329729904614125,284217.2886757193,108944.70962415164,393161.9982998709,2007021.1802240948,0.628
2,5,Lisa Rinna,0.1332658184752133,0.029960463374127267,146793.0507545002,72322.10579202262,219115.15654652286,2007021.1802240948,0.628
2,5,Stacy Keibler,0.13715527739527847,0.018253742331860157,97559.94420261729,133222.0225542734,230781.96675689067,2007021.1802240948,0.628
2,5,Jerry Rice,0.16980408754770526,0.028283124320866743,150299.4226508339,133881.78997420834,284181.2126250422,2007021.1802240948,0.628
2,5,Drew Lachey,0.1901534586903866,0.035975071658514705,214389.14333959165,108984.05284168763,323373.1961812794,2007021.1802240948,0.628
2,6,George Hamilton,0.1785694554750561,0.009953320434902473,172640.9550382703,61503.25531927785,234144.21035754812,2342499.1224696026,0.134
2,6,Lisa Rinna,0.2342758729233185,0.0158445802104403,141475.90195896616,164237.50824589538,305713.4102048616,2342499.1224696026,0.134
2,6,Stacy Keibler,0.1556204445512482,0.01413112992387953,96699.99544221468,108517.05522801993,205217.05067023463,2342499.1224696026,0.134
2,6,Jerry Rice,0.21753809268267216,0.015553392960952444,155889.04700795075,131727.03742235355,287616.08443030424,2342499.1224696026,0.134
2,6,Drew Lachey,0.21399613436770512,0.021265416343677075,141808.8441327917,137143.30996405665,278952.15409684833,2342499.1224696026,0.134
2,7,Lisa Rinna,0.19093402872429938,0.03702341412547149,114428.40398512775,166984.28662932618,281412.6906144539,3196673.7657474433,0.0
2,7,Stacy Keibler,0.25744684470598894,0.05798743156411539,135697.73015665318,243644.05200902862,379341.7821656818,3196673.7657474433,0.0
2,7,Jerry Rice,0.29114241499873844,0.03913113993645612,183570.55287431699,243697.56666758657,427268.11954190355,3196673.7657474433,0.0
2,7,Drew Lachey,0.2604767115709732,0.05934723859249653,134763.3908511067,248427.9048520963,383191.29570320307,3196673.7657474433,0.0
2,8,Stacy Keibler,0.30288812456354125,0.06125367642110117,137067.23860886446,312724.8127945224,449792.0514033868,3236948.940697645,1.0
2,8,Jerry Rice,0.38821909414678196,0.04892587420140447,179640.71151401638,393805.80380303104,573446.5153170474,3236948.940697645,1.0
2,8,Drew Lachey,0.3088927812896768,0.0700564024927365,136077.40507226833,322480.15079916484,458557.5558714332,3236948.940697645,1.0
3,1,Harry Hamlin,0.09179698813366563,0.0316770359180626,145378.5892770933,24505.05074495481,169883.64002204812,1010039.2763864269,0.498
3,1,Vivica A. Fox,0.09304434677585832,0.03292730297436323,140008.03432238905,31521.67565271518,171529.7099751042,1010039.2763864269,0.498
3,1,Monique Coleman,0.09262622011172801,0.03284650291607624,144609.97639309548,26897.563692833464,171507.54008592895,1010039.2763864269,0.498
3,1,Joey Lawrence,0.09464233735867787,0.03148573678425954,142378.18481335396,31355.44707231466,173733.63188566867,1010039.2763864269,0.498
3,1,Mario Lopez,0.09776673690345102,0.030862378808711233,142040.09587387677,36901.46957657522,178941.565450452,1010039.2763864269,0.498
3,1,Emmitt Smith,0.0955634580422061,0.033847630035762306,141191.34207284875,34494.899180555934,175686.24125340467,1010039.2763864269,0.498
3,1,Shanna Moakler,0.0913273807942933,0.030386037053712345,142438.52014838322,25794.421931103534,168232.94207948673,1010039.2763864269,0.498
3,1,Willa Ford,0.09412461510044111,0.030824580556024928,140813.3993212504,32102.389992361077,172915.78931361146,1010039.2763864269,0.498
3,1,Sara Evans,0.09635430997026326,0.03316078111276737,154514.271437783,23024.978693704117,177539.2501314871,1010039.2763864269,0.498
3,1,Jerry Springer,0.09143697852230252,0.02984753461789363,145515.9312312872,23387.984566205072,168903.9157974923,1010039.2763864269,0.498
3,1,Tucker Carlson,0.06131662828711279,0.012217444845327673,95625.7565480276,16764.655630205725,112390.41217823332,1010039.2763864269,0.498
3,2,Harry Hamlin,0.10394749736392614,0.03274277226176661,154902.7137812991,28354.066759422407,183256.7805407215,1030086.3048067755,0.13
3,2,Vivica A. Fox,0.09101165330202374,0.023832701587089562,124513.33775371448,35765.230574437555,160278.56832815206,1030086.3048067755,0.13
3,2,Monique Coleman,0.10481012726502628,0.03456480305146728,151190.2435609547,34366.97087629861,185557.21443725334,1030086.3048067755,0.13
3,2,Joey Lawrence,0.10001688676313275,0.03735887054413936,134897.3997673291,38003.4268188929,172900.82658622204,1030086.3048067755,0.13
3,2,Mario Lopez,0.11201703625536011,0.03221001196657762,166214.22896320475,28269.140660215122,194483.3696234199,1030086.3048067755,0.13
3,2,Emmitt Smith,0.1049271924821682,0.035383921192738955,149682.74780154738,35905.04883053147,185587.79663207883,1030086.3048067755,0.13
3,2,Shanna Moakler,0.059365086926931585,0.010361054298390994,76270.83912839115,26607.725128212973,102878.5642566041,1030086.3048067755,0.13
3,2,Willa Ford,0.10810336364893768,0.04245115461822659,159609.9001484545,32911.93783896626,192521.8379874208,1030086.3048067755,0.13
3,2,Sara Evans,0.10571519706240329,0.03352338965937803,151652.28481663368,31782.34909414742,183434.6339107811,1030086.3048067755,0.13
3,2,Jerry Springer,0.11008595893009024,0.027192900552313114,161637.6338966903,29358.818856381156,190996.45275307144,1030086.3048067755,0.13
3,3,Harry Hamlin,0.0776100909886044,0.01003686047066885,103562.33764314615,23083.37124038543,126645.70888353155,1087805.354311552,0.096
3,3,Vivica A. Fox,0.0967874290156124,0.01779959460772571,108046.64342267004,51565.0239642802,159611.66738695026,1087805.354311552,0.096
3,3,Monique Coleman,0.11014088384572669,0.03792207198511657,156720.03728836353,32860.58046210574,189580.61775046928,1087805.354311552,0.096
3,3,Joey Lawrence,0.11746044603261398,0.024861165878674162,152072.52083077733,37393.49447157431,189466.0153023516,1087805.354311552,0.096
3,3,Mario Lopez,0.12498095320603424,0.039778496681303115,159376.82637132518,40866.62499863357,200243.45136995873,1087805.354311552,0.096
3,3,Emmitt Smith,0.13462665437425828,0.013779362436767403,200633.78121578376,24829.434063208697,225463.21527899246,1087805.354311552,0.096
3,3,Willa Ford,0.11797595907611835,0.019662082487783974,153665.14580946203,43160.01664722464,196825.1624566867,1087805.354311552,0.096
3,3,Sara Evans,0.11215744861304762,0.02498323161949138,161068.59181916277,30089.201952554664,191157.79377171744,1087805.354311552,0.096
3,3,Jerry Springer,0.10826013484798407,0.01751514715813587,141113.60888460706,35807.09088265114,176920.69976725822,1087805.354311552,0.096
3,4,Vivica A. Fox,0.07536421330223615,0.009474598389690036,88592.44535484446,30707.08311193303,119299.52846677748,1238303.6573213728,0.098
3,4,Monique Coleman,0.14199203824439693,0.01039648660430717,172361.7677454761,52917.081782741916,225278.84952821804,1238303.6573213728,0.098
3,4,Joey Lawrence,0.12257961618227249,0.012406181521535789,134116.87996929986,59443.0961249419,193559.97609424178,1238303.6573213728,0.098
3,4,Mario Lopez,0.13573016048872408,0.016905966616558413,142583.76969699442,70494.66938423947,213078.43908123387,1238303.6573213728,0.098
3,4,Emmitt Smith,0.15221533973116305,0.011780550992782442,202615.25505383377,38638.15123861945,241253.40629245326,1238303.6573213728,0.098
3,4,Willa Ford,0.13418770694955195,0.011750563334709767,143657.79715522207,68483.82856620879,212141.62572143087,1238303.6573213728,0.098
3,4,Sara Evans,0.1034354924444499,0.013239937589866769,130721.60528286402,33671.04340064589,164392.64868350993,1238303.6573213728,0.098
3,4,Jerry Springer,0.13449543265720545,0.009937017394698584,167902.14873680167,43699.184552345694,211601.33328914738,1238303.6573213728,0.098
3,5,Monique Coleman,0.15707920311943108,0.006320060547469821,159358.26048029074,99293.01974237918,258651.28022267,1546864.6611124584,0.06
3,5,Joey Lawrence,0.14226997139581282,0.003922311576707143,155910.64769592817,78303.66821988787,234214.31591581603,1546864.6611124584,0.06
3,5,Mario Lopez,0.1511159954658601,0.004974510248590982,150539.07140608277,98301.57136438295,248840.64277046575,1546864.6611124584,0.06
3,5,Emmitt Smith,0.16383870458132113,0.009449770708785953,214600.18779983863,55367.02044374201,269967.20824358065,1546864.6611124584,0.06
3,5,Willa Ford,0.1267470170494539,0.003076178830504703,125660.43918322842,83021.78845793985,208682.22764116823,1546864.6611124584,0.06
3,5,Sara Evans,0.10866863933549714,0.004238405354858036,115900.57823080708,62992.05854835318,178892.63677916027,1546864.6611124584,0.06
3,5,Jerry Springer,0.1502804690526238,0.004541598730619871,178320.35269590642,69132.71249051028,247453.0651864167,1546864.6611124584,0.06
3,6,Monique Coleman,0.20673574891173843,0.009615023732086362,159440.76596534968,163735.35215142046,323176.1181167702,1953135.3388875418,1.0
3,6,Joey Lawrence,0.1923894770748595,0.006545316758519057,155197.2374448049,145500.4688635415,300697.7063083464,1953135.3388875418,1.0
3,6,Mario Lopez,0.22241398335888704,0.007105987708504903,150073.46186638396,197606.98350336566,347680.4453697497,1953135.3388875418,1.0
3,6,Emmitt Smith,0.2002137794890118,0.012447087375723302,214184.73163740672,99083.7142350804,313268.44587248715,1953135.3388875418,1.0
3,6,Jerry Springer,0.17824701116550315,0.007366427326176972,178661.95240390697,99995.2019219845,278657.1543258915,1953135.3388875418,1.0
3,7,Monique Coleman,0.21208956690260203,0.011106550522467788,159755.66660989053,193930.54927989526,353686.21588978585,2261696.342678628,1.0
3,7,Joey Lawrence,0.19773708798435632,0.008091221278878822,154420.4423367844,175298.0691401694,329718.5114769538,2261696.342678628,1.0
3,7,Mario Lopez,0.20982262377102429,0.008288779012560676,150161.26013614458,199747.25640726104,349908.51654340565,2261696.342678628,1.0
3,7,Emmitt Smith,0.19610948376474163,0.013439805633989714,213205.9984166857,114164.06783748932,327370.0662541751,2261696.342678628,1.0
3,7,Jerry Springer,0.18424123757727573,0.008913207813078692,177653.37167063824,129658.10833834168,307311.4800089799,2261696.342678628,1.0
3,8,Monique Coleman,0.2397774598726003,0.005169550706510956,142000.18324857304,237812.80914758812,379812.9923961611,2412194.645688448,0.064
3,8,Joey Lawrence,0.2455182978209975,0.006352811933850757,161663.30688277836,227298.36213206395,388961.66901484225,2412194.645688448,0.064
3,8,Mario Lopez,0.2643968844602101,0.009394080148487614,159346.29869699985,259390.85846667323,418737.157163673,2412194.645688448,0.064
3,8,Emmitt Smith,0.25030735784619207,0.006052295315957468,242722.4520650184,153797.17376780306,396519.6258328215,2412194.645688448,0.064
3,9,Joey Lawrence,0.33722257065452516,0.010072593458313513,162304.79620209185,407016.5935066144,569321.3897087063,3210887.8037511925,1.0
3,9,Mario Lopez,0.3560201854911628,0.012648007935373604,159906.28630952447,440964.9476343187,600871.2339438432,3210887.8037511925,1.0
3,9,Emmitt Smith,0.306757243854312,0.011070521793865503,242716.54508115648,275294.3630694629,518010.90815061936,3210887.8037511925,1.0
3,10,Mario Lopez,0.5578861356539492,0.021116336404307455,160267.27201425904,664517.7617319948,824785.0337462537,3236948.940697645,1.0
3,10,Emmitt Smith,0.4421138643460508,0.021116336404307455,241450.89443750505,412933.160205695,654384.0546432,3236948.940697645,1.0
4,1,John Ratzenberger,0.08817782494201656,0.02949552988384717,138432.1019918967,24677.377973272272,163109.47996516895,1010039.2763864269,1.0
4,1,Ian Ziering,0.09195080816070317,0.031107484097533458,139407.0477585541,31010.814941107168,170417.86269966126,1010039.2763864269,1.0
4,1,Clyde Drexler,0.08968958564014312,0.031281131215517184,143118.33278489328,22840.116069165157,165958.44885405846,1010039.2763864269,1.0
4,1,Laila Ali,0.09210846428512665,0.03163951361534998,136841.0334586468,33414.93369711997,170255.9671557668,1010039.2763864269,1.0
4,1,Apolo Anton Ohno,0.09310648398267578,0.03147820060291906,142513.9380655976,30054.696219176516,172568.63428477413,1010039.2763864269,1.0
4,1,Shandi Finnessey,0.09274078953945034,0.03304664162811626,143888.48406351032,27335.102011952073,171223.58607546243,1010039.2763864269,1.0
4,1,Paulina Porizkova,0.08879250451145095,0.02885263218268328,136660.86855600486,27734.76658144097,164395.63513744582,1010039.2763864269,1.0
4,1,Heather Mills,0.09038330661285657,0.032851668755484495,141421.4710555199,26288.880855365067,167710.351910885,1010039.2763864269,1.0
4,1,Billy Ray Cyrus,0.08904351453210066,0.03294059594734741,146615.87930433988,18957.991047520412,165573.87035186027,1010039.2763864269,1.0
4,1,Joey Fatone,0.09576767361675312,0.033341015091297346,142551.2609320437,34644.50095124178,177195.76188328548,1010039.2763864269,1.0
4,1,Leeza Gibbons,0.08823904417672308,0.030568124138072195,141081.51172008683,22209.733796026303,163291.2455161131,1010039.2763864269,1.0
4,2,John Ratzenberger,0.08716867610744816,0.021863239601520017,134878.67813835366,25736.816986702524,160615.4951250562,1030086.3048067751,0.14
4,2,Ian Ziering,0.08752121857139361,0.02929834656145424,135517.2387786079,28375.7044150491,163892.943193657,1030086.3048067751,0.14
4,2,Clyde Drexler,0.10519469173412047,0.031510754688789784,169628.7106923328,23395.28203795856,193023.9927302914,1030086.3048067751,0.14
4,2,Laila Ali,0.09785384241173142,0.028409706320414656,143058.6502728421,36283.340208122136,179341.99048096425,1030086.3048067751,0.14
4,2,Apolo Anton Ohno,0.09586737464149704,0.03549249085002798,144636.91829388973,32208.89506648965,176845.81336037937,1030086.3048067751,0.14
4,2,Shandi Finnessey,0.09454684364392764,0.028918074256166153,146903.23923483116,27835.318907925037,174738.55814275617,1030086.3048067751,0.14
4,2,Paulina Porizkova,0.05364134029603511,0.008663029001802268,76888.80824943518,21569.182324831218,98457.99057426638,1030086.3048067751,0.14
4,2,Heather Mills,0.0894737451211873,0.026918785667548486,136402.41315041753,29133.317239640153,165535.73039005772,1030086.3048067751,0.14
4,2,Billy Ray Cyrus,0.10022218923274046,0.02956676753113229,161168.05997277622,25460.73415139625,186628.79412417248,1030086.3048067751,0.14
4,2,Joey Fatone,0.09645981654419129,0.043329873855125385,148176.39428035173,30011.18394998542,178187.57823033715,1030086.3048067751,0.14
4,2,Leeza Gibbons,0.09205026169572746,0.02903141504526282,142272.7834154751,27031.046689795923,169303.83010527104,1030086.3048067751,0.14
4,3,John Ratzenberger,0.09923352558667005,0.012578840756136122,135212.5956988995,33971.530369269625,169184.12606816913,1087805.3543115524,0.094
4,3,Ian Ziering,0.10445170282835808,0.03254387995972786,146233.64453425573,36672.659287071874,182906.3038213276,1087805.3543115524,0.094
4,3,Clyde Drexler,0.11033497043688525,0.016407799637406836,168621.88940138064,22203.98646956373,190825.87587094438,1087805.3543115524,0.094
4,3,Laila Ali,0.1338703580147482,0.025741689791287284,184606.37319587445,42146.8840784044,226753.25727427885,1087805.3543115524,0.094
4,3,Apolo Anton Ohno,0.09697675914548672,0.016095545999573243,138322.6866925233,27732.03759606161,166054.7242885849,1087805.3543115524,0.094
4,3,Shandi Finnessey,0.06652066589574891,0.004724798773541966,79758.32001346063,34553.702355615416,114312.02236907605,1087805.3543115524,0.094
4,3,Heather Mills,0.12070370513532575,0.03222346140264315,186475.56339400154,23532.468676393975,210008.03207039557,1087805.3543115524,0.094
4,3,Billy Ray Cyrus,0.10405159667616941,0.022899952761870214,156006.23670914627,20396.111708996905,176402.34841814317,1087805.3543115524,0.094
4,3,Joey Fatone,0.0750271600061729,0.014260874770886806,97593.53135333997,32430.916155003066,130024.44750834307,1087805.3543115524,0.094
4,3,Leeza Gibbons,0.0888295562744348,0.03215167986658364,128802.10992524777,21957.58530646887,150759.69523171667,1087805.3543115524,0.094
4,4,John Ratzenberger,0.10890102755419419,0.005818678076907366,156820.663522859,25429.61993428484,182250.2834571438,1238303.6573213728,0.576
4,4,Ian Ziering,0.13036152482656055,0.006967986062466751,167846.460035424,50305.25110560915,218151.71114103316,1238303.6573213728,0.576
4,4,Clyde Drexler,0.10768090837769512,0.005312512510029363,140666.26905042137,39459.60081124252,180125.8698616639,1238303.6573213728,0.576
4,4,Laila Ali,0.13904203270403684,0.009572708841655585,174221.7563423336,58445.94100776167,232667.69735009526,1238303.6573213728,0.576
4,4,Apolo Anton Ohno,0.12162258003568598,0.0071692964325690564,158746.81267958708,44790.94699510693,203537.75967469404,1238303.6573213728,0.576
4,4,Heather Mills,0.1489313498497573,0.009535272938332643,219441.24055710167,29762.511706600624,249203.7522637023,1238303.6573213728,0.576
4,4,Billy Ray Cyrus,0.10156766870569339,0.005437116759915136,137556.92222925153,32396.625036060013,169953.5472653116,1238303.6573213728,0.576
4,4,Joey Fatone,0.07838695770844405,0.005358903826135867,78511.83116605254,52646.03701362121,131157.86817967374,1238303.6573213728,0.576
4,4,Leeza Gibbons,0.06350595023793258,0.004011240725674664,92807.51261918097,13451.791292288224,106259.3039114692,1238303.6573213728,0.576
4,5,John Ratzenberger,0.11517881174586934,0.007239961386420166,157048.70116300695,38522.06396435953,195570.76512736647,1546864.6611124584,0.906
4,5,Ian Ziering,0.13878771880723353,0.008034384651441082,167753.71169317717,67898.97878858002,235652.69048175716,1546864.6611124584,0.906
4,5,Clyde Drexler,0.10931900152668887,0.006393565014367704,139487.5359868569,46079.60362248037,185567.1396093373,1546864.6611124584,0.906
4,5,Laila Ali,0.1650259508831596,0.011010013511127755,175270.1310689238,104969.24776170903,280239.37883063284,1546864.6611124584,0.906
4,5,Apolo Anton Ohno,0.13509033317309418,0.007934923470355936,159743.9421818045,69670.64091503751,229414.58309684205,1546864.6611124584,0.906
4,5,Heather Mills,0.14970536580849145,0.010988094005705759,217631.66670459264,36585.81554720833,254217.48225180098,1546864.6611124584,0.906
4,5,Billy Ray Cyrus,0.10290202977917753,0.006337732178122985,139233.6654667188,35456.885103129585,174690.5505698484,1546864.6611124584,0.906
4,5,Joey Fatone,0.08399078827628544,0.006314320386018342,79138.02678599386,63423.4480389915,142561.47482498537,1546864.6611124584,0.906
4,6,John Ratzenberger,0.15432942809582054,0.030539147986128317,172655.60090313456,71163.62261790955,243819.2235210441,1953135.3388875418,0.0
4,6,Ian Ziering,0.1489802094186423,0.03618667241434744,146880.5942494972,88743.87186808523,235624.46611758243,1953135.3388875418,0.0
4,6,Laila Ali,0.14972142749083742,0.03843959458481719,142591.9596334663,94158.359351449,236750.31898491533,1953135.3388875418,0.0
4,6,Apolo Anton Ohno,0.153584606087481,0.04085684396557139,144211.05484817995,98264.93300040846,242475.98784858838,1953135.3388875418,0.0
4,6,Heather Mills,0.09195797126107515,0.016527418926314666,87625.26656804554,57085.78646877236,144711.0530368179,1953135.3388875418,0.0
4,6,Billy Ray Cyrus,0.1523841418500324,0.030827874198779637,162829.19580127043,77943.22808759537,240772.42388886577,1953135.3388875418,0.0
4,6,Joey Fatone,0.14904221579611118,0.037884238303508865,142007.15340157718,93507.44579089963,235514.5991924768,1953135.3388875418,0.0
4,7,John Ratzenberger,0.13303304472680388,0.0151385037934458,126009.22450779627,91294.05390074174,217303.27840853803,2261696.342678627,0.118
4,7,Ian Ziering,0.1593294314129909,0.035772601622591584,142976.90717335563,119974.52244805508,262951.42962141073,2261696.342678627,0.118
4,7,Laila Ali,0.16084528104474355,0.030363863971608354,133881.10593248086,130546.18312002922,264427.2890525101,2261696.342678627,0.118
4,7,Apolo Anton Ohno,0.17963002055636368,0.03977985793669831,166964.4712156069,125768.73983634447,292733.21105195134,2261696.342678627,0.118
4,7,Billy Ray Cyrus,0.19122187875475968,0.029285045079608732,209066.26635974654,105989.79380707734,315056.0601668238,2261696.342678627,0.118
4,7,Joey Fatone,0.17594034350433838,0.034456135898862,162467.35975163046,124885.61002048751,287352.9697721179,2261696.342678627,0.118
4,8,Ian Ziering,0.19811191921198534,0.029602626225929705,151282.44537908476,167808.3047798797,319090.7501589645,2412194.645688448,0.274
4,8,Laila Ali,0.19039980018381322,0.024023182654603497,142842.55668934254,164457.10356216138,307299.6602515039,2412194.645688448,0.274
