season,week,celebrity,judge_score,is_exited,exit_week,final_rank,placement,results,judge_corr
2,7,Lisa Rinna,8.833333333333334,True,7.0,,4,Eliminated Week 7,0.1019985271210756
2,1,Stacy Keibler,7.333333333333333,False,8.0,3.0,3,3rd Place,0.2938034752894193
2,2,Stacy Keibler,9.666666666666666,False,8.0,3.0,3,3rd Place,0.2938034752894193
2,3,Stacy Keibler,9.0,False,8.0,3.0,3,3rd Place,0.2938034752894193
2,4,Stacy Keibler,8.666666666666666,False,8.0,3.0,3,3rd Place,0.2938034752894193
2,5,Stacy Keibler,10.0,False,8.0,3.0,3,3rd Place,0.2938034752894193
2,6,Stacy Keibler,10.0,False,8.0,3.0,3,3rd Place,0.2938034752894193
2,7,Stacy Keibler,9.166666666666666,False,8.0,3.0,3,3rd Place,0.2938034752894193
2,8,Stacy Keibler,9.5555,False,8.0,3.0,3,3rd Place,0.2938034752894193
2,1,Jerry Rice,7.0,False,8.0,2.0,2,2nd Place,0.21765854571936405
2,2,Jerry Rice,7.666666666666667,False,8.0,2.0,2,2nd Place,0.21765854571936405
2,3,Jerry Rice,6.333333333333333,False,8.0,2.0,2,2nd Place,0.21765854571936405
2,4,Jerry Rice,8.0,False,8.0,2.0,2,2nd Place,0.21765854571936405
2,5,Jerry Rice,7.666666666666667,False,8.0,2.0,2,2nd Place,0.21765854571936405
2,6,Jerry Rice,7.666666666666667,False,8.0,2.0,2,2nd Place,0.21765854571936405
2,7,Jerry Rice,6.833333333333333,False,8.0,2.0,2,2nd Place,0.21765854571936405
2,8,Jerry Rice,8.888866666666667,False,8.0,2.0,2,2nd Place,0.21765854571936405
2,1,Giselle Fernandez,7.666666666666667,False,3.0,,8,Eliminated Week 3,0.9909902530309829
2,2,Giselle Fernandez,8.0,False,3.0,,8,Eliminated Week 3,0.9909902530309829
2,3,Giselle Fernandez,7.333333333333333,True,3.0,,8,Eliminated Week 3,0.9909902530309829
2,1,Master P,4.0,False,4.0,,7,Eliminated Week 4,0.0
2,2,Master P,5.333333333333333,False,4.0,,7,Eliminated Week 4,0.0
2,3,Master P,4.666666666666667,False,4.0,,7,Eliminated Week 4,0.0
2,4,Master P,2.6666666666666665,True,4.0,,7,Eliminated Week 4,0.0
2,1,Drew Lachey,8.0,False,8.0,1.0,1,1st Place,0.9909902530309829
2,2,Drew Lachey,9.0,False,8.0,1.0,1,1st Place,0.9909902530309829
2,3,Drew Lachey,9.0,False,8.0,1.0,1,1st Place,0.9909902530309829
2,4,Drew Lachey,9.333333333333334,False,8.0,1.0,1,1st Place,0.9909902530309829
2,5,Drew Lachey,9.0,False,8.0,1.0,1,1st Place,0.9909902530309829
2,6,Drew Lachey,10.0,False,8.0,1.0,1,1st Place,0.9909902530309829
2,7,Drew Lachey,9.166666666666666,False,8.0,1.0,1,1st Place,0.9909902530309829
2,8,Drew Lachey,9.6666,False,8.0,1.0,1,1st Place,0.9909902530309829
2,1,Kenny Mayne,4.333333333333333,True,1.0,,10,Eliminated Week 1,0.5
3,1,Harry Hamlin,5.666666666666667,False,3.0,,9,Eliminated Week 3,0.01961553858473858
3,2,Harry Hamlin,7.0,False,3.0,,9,Eliminated Week 3,0.01961553858473858
3,3,Harry Hamlin,7.333333333333333,True,3.0,,9,Eliminated Week 3,0.01961553858473858
3,1,Vivica A. Fox,7.333333333333333,False,4.0,,8,Eliminated Week 4,0.5512989176042578
3,2,Vivica A. Fox,8.0,False,4.0,,8,Eliminated Week 4,0.5512989176042578
3,3,Vivica A. Fox,9.0,False,4.0,,8,Eliminated Week 4,0.5512989176042578
3,4,Vivica A. Fox,8.0,True,4.0,,8,Eliminated Week 4,0.5512989176042578
3,1,Monique Coleman,6.333333333333333,False,8.0,,4,Eliminated Week 8,0.516638958140993
3,2,Monique Coleman,8.666666666666666,False,8.0,,4,Eliminated Week 8,0.516638958140993
3,3,Monique Coleman,9.0,False,8.0,,4,Eliminated Week 8,0.516638958140993
3,4,Monique Coleman,8.0,False,8.0,,4,Eliminated Week 8,0.516638958140993
3,5,Monique Coleman,9.0,False,8.0,,4,Eliminated Week 8,0.516638958140993
3,6,Monique Coleman,7.666666666666667,False,8.0,,4,Eliminated Week 8,0.516638958140993
3,7,Monique Coleman,9.0,False,8.0,,4,Eliminated Week 8,0.516638958140993
3,8,Monique Coleman,8.833333333333334,True,8.0,,4,Eliminated Week 8,0.516638958140993
3,1,Joey Lawrence,7.0,False,10.0,3.0,3,3rd Place,0.23583920079797693
3,2,Joey Lawrence,9.666666666666666,False,10.0,3.0,3,3rd Place,0.23583920079797693
3,3,Joey Lawrence,7.333333333333333,False,10.0,3.0,3,3rd Place,0.23583920079797693
3,4,Joey Lawrence,9.0,False,10.0,3.0,3,3rd Place,0.23583920079797693
3,5,Joey Lawrence,8.333333333333334,False,10.0,3.0,3,3rd Place,0.23583920079797693
3,6,Joey Lawrence,8.0,False,10.0,3.0,3,3rd Place,0.23583920079797693
3,7,Joey Lawrence,9.5,False,10.0,3.0,3,3rd Place,0.23583920079797693
3,8,Joey Lawrence,9.0,False,10.0,3.0,3,3rd Place,0.23583920079797693
3,9,Joey Lawrence,9.833333333333334,False,10.0,3.0,3,3rd Place,0.23583920079797693
3,1,Mario Lopez,8.666666666666666,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,2,Mario Lopez,7.0,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,3,Mario Lopez,7.333333333333333,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,4,Mario Lopez,9.666666666666666,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,5,Mario Lopez,9.0,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,6,Mario Lopez,9.333333333333334,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,7,Mario Lopez,9.333333333333334,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,8,Mario Lopez,9.5,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,9,Mario Lopez,9.833333333333334,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,10,Mario Lopez,9.888866666666667,False,10.0,2.0,2,2nd Place,0.26891591967350936
3,1,Emmitt Smith,8.0,False,10.0,1.0,1,1st Place,0.5204124145231932
3,2,Emmitt Smith,8.0,False,10.0,1.0,1,1st Place,0.5204124145231932
3,3,Emmitt Smith,6.333333333333333,False,10.0,1.0,1,1st Place,0.5204124145231932
3,4,Emmitt Smith,8.0,False,10.0,1.0,1,1st Place,0.5204124145231932
3,5,Emmitt Smith,9.0,False,10.0,1.0,1,1st Place,0.5204124145231932
3,6,Emmitt Smith,8.333333333333334,False,10.0,1.0,1,1st Place,0.5204124145231932
3,7,Emmitt Smith,9.5,False,10.0,1.0,1,1st Place,0.5204124145231932
3,8,Emmitt Smith,9.0,False,10.0,1.0,1,1st Place,0.5204124145231932
3,9,Emmitt Smith,9.833333333333334,False,10.0,1.0,1,1st Place,0.5204124145231932
3,10,Emmitt Smith,9.888866666666667,False,10.0,1.0,1,1st Place,0.5204124145231932
3,1,Shanna Moakler,6.0,False,2.0,,10,Eliminated Week 2,5.551115123125783e-17
3,2,Shanna Moakler,7.333333333333333,True,2.0,,10,Eliminated Week 2,5.551115123125783e-17
3,1,Willa Ford,7.333333333333333,False,5.0,,7,Eliminated Week 5,0.15000000000000002
3,2,Willa Ford,7.666666666666667,False,5.0,,7,Eliminated Week 5,0.15000000000000002
3,3,Willa Ford,7.333333333333333,False,5.0,,7,Eliminated Week 5,0.15000000000000002
3,4,Willa Ford,9.333333333333334,False,5.0,,7,Eliminated Week 5,0.15000000000000002
3,5,Willa Ford,9.0,True,5.0,,7,Eliminated Week 5,0.15000000000000002
3,1,Sara Evans,5.0,False,5.0,,6,Withdrew,0.28620347237646593
3,2,Sara Evans,7.0,False,5.0,,6,Withdrew,0.28620347237646593
3,3,Sara Evans,8.333333333333334,False,5.0,,6,Withdrew,0.28620347237646593
3,4,Sara Evans,6.666666666666667,False,5.0,,6,Withdrew,0.28620347237646593
3,5,Sara Evans,8.0,True,5.0,,6,Withdrew,0.28620347237646593
3,1,Jerry Springer,5.333333333333333,False,7.0,,5,Eliminated Week 7,0.02565835097474306
3,2,Jerry Springer,6.333333333333333,False,7.0,,5,Eliminated Week 7,0.02565835097474306
3,3,Jerry Springer,7.0,False,7.0,,5,Eliminated Week 7,0.02565835097474306
3,4,Jerry Springer,7.333333333333333,False,7.0,,5,Eliminated Week 7,0.02565835097474306
3,5,Jerry Springer,8.0,False,7.0,,5,Eliminated Week 7,0.02565835097474306
3,6,Jerry Springer,6.0,False,7.0,,5,Eliminated Week 7,0.02565835097474306
3,7,Jerry Springer,7.666666666666667,True,7.0,,5,Eliminated Week 7,0.02565835097474306
3,1,Tucker Carlson,4.0,True,1.0,,11,Eliminated Week 1,0.5
4,1,John Ratzenberger,5.666666666666667,False,7.0,,6,Eliminated Week 7,0.2132303326617978
4,2,John Ratzenberger,7.0,False,7.0,,6,Eliminated Week 7,0.2132303326617978
4,3,John Ratzenberger,6.666666666666667,False,7.0,,6,Eliminated Week 7,0.2132303326617978
4,4,John Ratzenberger,5.333333333333333,False,7.0,,6,Eliminated Week 7,0.2132303326617978
4,5,John Ratzenberger,6.0,False,7.0,,6,Eliminated Week 7,0.2132303326617978
4,6,John Ratzenberger,6.333333333333333,False,7.0,,6,Eliminated Week 7,0.2132303326617978
4,7,John Ratzenberger,7.5,True,7.0,,6,Eliminated Week 7,0.2132303326617978
4,1,Ian Ziering,7.0,False,9.0,,4,Eliminated Week 9,0.6211359279630873
4,2,Ian Ziering,7.333333333333333,False,9.0,,4,Eliminated Week 9,0.6211359279630873
4,3,Ian Ziering,8.0,False,9.0,,4,Eliminated Week 9,0.6211359279630873
4,4,Ian Ziering,8.0,False,9.0,,4,Eliminated Week 9,0.6211359279630873
4,5,Ian Ziering,8.0,False,9.0,,4,Eliminated Week 9,0.6211359279630873
4,6,Ian Ziering,8.0,False,9.0,,4,Eliminated Week 9,0.6211359279630873
4,7,Ian Ziering,9.0,False,9.0,,4,Eliminated Week 9,0.6211359279630873
4,8,Ian Ziering,7.833333333333333,False,9.0,,4,Eliminated Week 9,0.6211359279630873
4,9,Ian Ziering,9.666666666666666,True,9.0,,4,Eliminated Week 9,0.6211359279630873
4,1,Clyde Drexler,5.333333333333333,False,5.0,,8,Eliminated Week 5,0.22264990188738543
4,2,Clyde Drexler,6.0,False,5.0,,8,Eliminated Week 5,0.22264990188738543
4,3,Clyde Drexler,5.333333333333333,False,5.0,,8,Eliminated Week 5,0.22264990188738543
4,4,Clyde Drexler,5.0,False,5.0,,8,Eliminated Week 5,0.22264990188738543
4,5,Clyde Drexler,4.333333333333333,True,5.0,,8,Eliminated Week 5,0.22264990188738543
4,1,Laila Ali,7.666666666666667,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,2,Laila Ali,9.0,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,3,Laila Ali,7.0,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,4,Laila Ali,7.0,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,5,Laila Ali,9.333333333333334,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,6,Laila Ali,9.333333333333334,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,7,Laila Ali,9.833333333333334,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,8,Laila Ali,8.833333333333334,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,9,Laila Ali,10.0,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,10,Laila Ali,9.444400000000002,False,10.0,3.0,3,3rd Place,0.4020410310591236
4,1,Apolo Anton Ohno,7.0,False,10.0,1.0,1,1st Place,0.3585786437626905
4,2,Apolo Anton Ohno,8.666666666666666,False,10.0,1.0,1,1st Place,0.3585786437626905
4,3,Apolo Anton Ohno,7.666666666666667,False,10.0,1.0,1,1st Place,0.3585786437626905
4,4,Apolo Anton Ohno,8.666666666666666,False,10.0,1.0,1,1st Place,0.3585786437626905
4,5,Apolo Anton Ohno,10.0,False,10.0,1.0,1,1st Place,0.3585786437626905
4,6,Apolo Anton Ohno,9.333333333333334,False,10.0,1.0,1,1st Place,0.3585786437626905
4,7,Apolo Anton Ohno,9.0,False,10.0,1.0,1,1st Place,0.3585786437626905
4,8,Apolo Anton Ohno,9.666666666666666,False,10.0,1.0,1,1st Place,0.3585786437626905
4,9,Apolo Anton Ohno,9.833333333333334,False,10.0,1.0,1,1st Place,0.3585786437626905
4,10,Apolo Anton Ohno,9.777733333333334,False,10.0,1.0,1,1st Place,0.3585786437626905
4,1,Shandi Finnessey,6.333333333333333,False,3.0,,10,Eliminated Week 3,0.5944911182523068
4,2,Shandi Finnessey,6.666666666666667,False,3.0,,10,Eliminated Week 3,0.5944911182523068
4,3,Shandi Finnessey,7.0,True,3.0,,10,Eliminated Week 3,0.5944911182523068
4,1,Paulina Porizkova,6.333333333333333,False,2.0,,11,Eliminated Week 2,1.0
4,2,Paulina Porizkova,7.0,True,2.0,,11,Eliminated Week 2,1.0
4,1,Heather Mills,6.0,False,6.0,,7,Eliminated Week 6,0.48690692658584045
4,2,Heather Mills,8.0,False,6.0,,7,Eliminated Week 6,0.48690692658584045
4,3,Heather Mills,8.0,False,6.0,,7,Eliminated Week 6,0.48690692658584045
4,4,Heather Mills,7.666666666666667,False,6.0,,7,Eliminated Week 6,0.48690692658584045
4,5,Heather Mills,7.0,False,6.0,,7,Eliminated Week 6,0.48690692658584045
4,6,Heather Mills,7.666666666666667,True,6.0,,7,Eliminated Week 6,0.48690692658584045
4,1,Billy Ray Cyrus,4.333333333333333,False,8.0,,5,Eliminated Week 8,0.19738623366559882
4,2,Billy Ray Cyrus,7.0,False,8.0,,5,Eliminated Week 8,0.19738623366559882
4,3,Billy Ray Cyrus,7.0,False,8.0,,5,Eliminated Week 8,0.19738623366559882
4,4,Billy Ray Cyrus,7.0,False,8.0,,5,Eliminated Week 8,0.19738623366559882
4,5,Billy Ray Cyrus,5.666666666666667,False,8.0,,5,Eliminated Week 8,0.19738623366559882
4,6,Billy Ray Cyrus,7.0,False,8.0,,5,Eliminated Week 8,0.19738623366559882
4,7,Billy Ray Cyrus,6.333333333333333,False,8.0,,5,Eliminated Week 8,0.19738623366559882
4,8,Billy Ray Cyrus,6.333333333333333,True,8.0,,5,Eliminated Week 8,0.19738623366559882
4,1,Joey Fatone,8.0,False,10.0,2.0,2,2nd Place,0.0
4,2,Joey Fatone,8.0,False,10.0,2.0,2,2nd Place,0.0
4,3,Joey Fatone,8.0,False,10.0,2.0,2,2nd Place,0.0
4,4,Joey Fatone,9.333333333333334,False,10.0,2.0,2,2nd Place,0.0
4,5,Joey Fatone,8.333333333333334,False,10.0,2.0,2,2nd Place,0.0
4,6,Joey Fatone,9.0,False,10.0,2.0,2,2nd Place,0.0
4,7,Joey Fatone,9.833333333333334,False,10.0,2.0,2,2nd Place,0.0
4,8,Joey Fatone,9.166666666666666,False,10.0,2.0,2,2nd Place,0.0
4,9,Joey Fatone,10.0,False,10.0,2.0,2,2nd Place,0.0
4,10,Joey Fatone,9.5555,False,10.0,2.0,2,2nd Place,0.0
4,1,Leeza Gibbons,5.0,False,4.0,,9,Eliminated Week 4,0.25847705423017603
4,2,Leeza Gibbons,7.0,False,4.0,,9,Eliminated Week 4,0.25847705423017603
4,3,Leeza Gibbons,8.0,False,4.0,,9,Eliminated Week 4,0.25847705423017603
4,4,Leeza Gibbons,5.333333333333333,True,4.0,,9,Eliminated Week 4,0.25847705423017603
5,1,Cameron Mathison,7.0,False,8.0,,5,Eliminated Week 8,0.29712944377008765
5,2,Cameron Mathison,7.0,False,8.0,,5,Eliminated Week 8,0.29712944377008765
5,3,Cameron Mathison,7.666666666666667,False,8.0,,5,Eliminated Week 8,0.29712944377008765
5,4,Cameron Mathison,9.0,False,8.0,,5,Eliminated Week 8,0.29712944377008765
5,5,Cameron Mathison,8.666666666666666,False,8.0,,5,Eliminated Week 8,0.29712944377008765
5,6,Cameron Mathison,8.333333333333334,False,8.0,,5,Eliminated Week 8,0.29712944377008765
5,7,Cameron Mathison,8.5,False,8.0,,5,Eliminated Week 8,0.29712944377008765
5,8,Cameron Mathison,8.5,True,8.0,,5,Eliminated Week 8,0.29712944377008765
5,1,Jane Seymour,8.0,False,7.0,,6,Eliminated Week 7,0.7810743833734481
5,2,Jane Seymour,7.0,False,7.0,,6,Eliminated Week 7,0.7810743833734481
5,3,Jane Seymour,9.0,False,7.0,,6,Eliminated Week 7,0.7810743833734481
5,4,Jane Seymour,8.666666666666666,False,7.0,,6,Eliminated Week 7,0.7810743833734481
5,5,Jane Seymour,8.666666666666666,False,7.0,,6,Eliminated Week 7,0.7810743833734481
5,6,Jane Seymour,7.333333333333333,False,7.0,,6,Eliminated Week 7,0.7810743833734481
5,7,Jane Seymour,8.333333333333334,True,7.0,,6,Eliminated Week 7,0.7810743833734481
5,1,Sabrina Bryan,8.666666666666666,False,6.0,,7,Eliminated Week 6,0.39649016609864685
5,2,Sabrina Bryan,8.666666666666666,False,6.0,,7,Eliminated Week 6,0.39649016609864685
5,3,Sabrina Bryan,9.0,False,6.0,,7,Eliminated Week 6,0.39649016609864685
5,4,Sabrina Bryan,10.0,False,6.0,,7,Eliminated Week 6,0.39649016609864685
5,5,Sabrina Bryan,9.333333333333334,False,6.0,,7,Eliminated Week 6,0.39649016609864685
5,6,Sabrina Bryan,8.333333333333334,True,6.0,,7,Eliminated Week 6,0.39649016609864685
5,1,Jennie Garth,7.0,False,9.0,,4,Eliminated Week 9,0.23912540262502452
5,2,Jennie Garth,7.0,False,9.0,,4,Eliminated Week 9,0.23912540262502452
5,3,Jennie Garth,8.666666666666666,False,9.0,,4,Eliminated Week 9,0.23912540262502452
5,4,Jennie Garth,9.0,False,9.0,,4,Eliminated Week 9,0.23912540262502452
5,5,Jennie Garth,8.333333333333334,False,9.0,,4,Eliminated Week 9,0.23912540262502452
5,6,Jennie Garth,9.0,False,9.0,,4,Eliminated Week 9,0.23912540262502452
5,7,Jennie Garth,8.833333333333334,False,9.0,,4,Eliminated Week 9,0.23912540262502452
5,8,Jennie Garth,8.333333333333334,False,9.0,,4,Eliminated Week 9,0.23912540262502452
5,9,Jennie Garth,9.666666666666666,True,9.0,,4,Eliminated Week 9,0.23912540262502452
5,1,Floyd Mayweather Jr. ,6.0,False,4.0,,9,Eliminated Week 4,0.341886116991581
5,2,Floyd Mayweather Jr. ,7.0,False,4.0,,9,Eliminated Week 4,0.341886116991581
5,3,Floyd Mayweather Jr. ,7.0,False,4.0,,9,Eliminated Week 4,0.341886116991581
5,4,Floyd Mayweather Jr. ,7.666666666666667,True,4.0,,9,Eliminated Week 4,0.341886116991581
5,1,Josie Maran,5.333333333333333,True,1.0,,12,Eliminated Week 1,0.5
5,1,Albert Reed,7.0,False,2.0,,11,Eliminated Week 2,
5,2,Albert Reed,7.0,True,2.0,,11,Eliminated Week 2,
5,1,Helio Castroneves,8.333333333333334,False,10.0,1.0,1,1st Place,0.06698729810778065
5,2,Helio Castroneves,9.0,False,10.0,1.0,1,1st Place,0.06698729810778065
5,3,Helio Castroneves,8.0,False,10.0,1.0,1,1st Place,0.06698729810778065
5,4,Helio Castroneves,9.0,False,10.0,1.0,1,1st Place,0.06698729810778065
5,5,Helio Castroneves,7.666666666666667,False,10.0,1.0,1,1st Place,0.06698729810778065
5,6,Helio Castroneves,9.333333333333334,False,10.0,1.0,1,1st Place,0.06698729810778065
5,7,Helio Castroneves,8.666666666666666,False,10.0,1.0,1,1st Place,0.06698729810778065
5,8,Helio Castroneves,9.5,False,10.0,1.0,1,1st Place,0.06698729810778065
5,9,Helio Castroneves,10.0,False,10.0,1.0,1,1st Place,0.06698729810778065
5,10,Helio Castroneves,9.333300000000001,False,10.0,1.0,1,1st Place,0.06698729810778065
5,1,Mel B,8.0,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,2,Mel B,7.666666666666667,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,3,Mel B,9.0,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,4,Mel B,8.666666666666666,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,5,Mel B,9.666666666666666,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,6,Mel B,10.0,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,7,Mel B,9.0,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,8,Mel B,9.333333333333334,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,9,Mel B,10.0,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,10,Mel B,9.4444,False,10.0,2.0,2,2nd Place,0.21688957074753473
5,1,Wayne Newton,6.333333333333333,False,3.0,,10,Eliminated Week 3,0.5
5,2,Wayne Newton,5.0,False,3.0,,10,Eliminated Week 3,0.5
5,3,Wayne Newton,6.0,True,3.0,,10,Eliminated Week 3,0.5
5,1,Marie Osmond,7.0,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,2,Marie Osmond,8.0,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,3,Marie Osmond,8.666666666666666,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,4,Marie Osmond,8.666666666666666,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,5,Marie Osmond,7.0,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,6,Marie Osmond,7.666666666666667,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,7,Marie Osmond,8.666666666666666,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,8,Marie Osmond,8.166666666666666,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,9,Marie Osmond,9.333333333333334,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,10,Marie Osmond,7.666666666666667,False,10.0,3.0,3,3rd Place,0.41191247361364464
5,1,Mark Cuban,7.0,False,5.0,,8,Eliminated Week 5,0.6185854122563142
5,2,Mark Cuban,6.0,False,5.0,,8,Eliminated Week 5,0.6185854122563142
5,3,Mark Cuban,6.666666666666667,False,5.0,,8,Eliminated Week 5,0.6185854122563142
5,4,Mark Cuban,7.333333333333333,False,5.0,,8,Eliminated Week 5,0.6185854122563142
5,5,Mark Cuban,7.0,True,5.0,,8,Eliminated Week 5,0.6185854122563142
6,1,Cristian de la Fuente,7.0,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,2,Cristian de la Fuente,6.666666666666667,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,3,Cristian de la Fuente,8.333333333333334,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,4,Cristian de la Fuente,8.666666666666666,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,5,Cristian de la Fuente,7.666666666666667,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,6,Cristian de la Fuente,9.0,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,7,Cristian de la Fuente,7.666666666666667,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,8,Cristian de la Fuente,9.5,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,9,Cristian de la Fuente,9.333333333333334,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,10,Cristian de la Fuente,8.666666666666666,False,10.0,3.0,3,3rd Place,0.17721552088120612
6,1,Steve Guttenberg,6.0,False,3.0,,10,Eliminated Week 3,0.3013201464402434
6,2,Steve Guttenberg,5.333333333333333,False,3.0,,10,Eliminated Week 3,0.3013201464402434
6,3,Steve Guttenberg,7.0,True,3.0,,10,Eliminated Week 3,0.3013201464402434
6,1,Priscilla Presley,8.0,False,5.0,,8,Eliminated Week 5,0.8649002245998808
