season,week,name,judge_sum,is_eliminated,judge_val,mode,est_fan_percent
2,5,Tatum O'Neal,0.0,0,7.0,rank,0.13270919996679584
2,6,Tatum O'Neal,0.0,0,6.0,rank,0.13572595309732338
2,7,Tatum O'Neal,0.0,0,5.0,rank,0.1387736790903523
2,8,Tatum O'Neal,0.0,0,4.0,rank,0.1
2,1,Tia Carrere,20.0,0,6.0,rank,0.10805192459055303
2,2,Tia Carrere,22.0,0,5.0,rank,0.09916439834062338
2,3,Tia Carrere,26.0,0,3.0,rank,0.0755110035861492
2,4,Tia Carrere,25.0,0,4.0,rank,0.10384574952921974
2,5,Tia Carrere,22.0,1,6.0,rank,0.01736136360462644
2,6,Tia Carrere,0.0,0,6.0,rank,0.1397227944241773
2,7,Tia Carrere,0.0,0,5.0,rank,0.12413962019895734
2,8,Tia Carrere,0.0,0,4.0,rank,0.1
2,1,George Hamilton,18.0,0,8.0,rank,0.12428557878756853
2,2,George Hamilton,22.0,0,5.0,rank,0.10515731864246457
2,3,George Hamilton,22.0,0,5.0,rank,0.0736007576352471
2,4,George Hamilton,21.0,0,6.0,rank,0.1115161552496556
2,5,George Hamilton,24.0,0,4.0,rank,0.1050366871360893
2,6,George Hamilton,23.0,1,4.0,rank,0.012749957300124157
2,7,George Hamilton,0.0,0,5.0,rank,0.11958304112369211
2,8,George Hamilton,0.0,0,4.0,rank,0.1
2,1,Lisa Rinna,19.0,0,7.0,rank,0.11686644017835826
2,2,Lisa Rinna,20.0,0,7.0,rank,0.10868225049513665
2,3,Lisa Rinna,25.0,0,4.0,rank,0.08594463989478882
2,4,Lisa Rinna,26.0,0,2.0,rank,0.09674285339163306
2,5,Lisa Rinna,25.0,0,3.0,rank,0.09583010786865635
2,6,Lisa Rinna,27.0,0,3.0,rank,0.0916740458926996
2,7,Lisa Rinna,26.5,1,3.0,rank,0.010537753936728724
2,8,Lisa Rinna,0.0,0,4.0,rank,0.1
2,1,Stacy Keibler,22.0,0,4.0,rank,0.09712857398176827
2,2,Stacy Keibler,29.0,0,1.0,rank,0.10800300171178645
2,3,Stacy Keibler,27.0,0,1.0,rank,0.09249039518661756
2,4,Stacy Keibler,26.0,0,2.0,rank,0.09756211965059709
2,5,Stacy Keibler,30.0,0,1.0,rank,0.1017720872574275
2,6,Stacy Keibler,30.0,0,1.0,rank,0.080569490966895
2,7,Stacy Keibler,27.5,0,1.0,rank,0.08832657890745914
2,8,Stacy Keibler,28.6665,0,2.0,rank,0.1
2,1,Jerry Rice,21.0,0,5.0,rank,0.09426900999751468
2,2,Jerry Rice,23.0,0,4.0,rank,0.10559835985008614
2,3,Jerry Rice,19.0,0,7.0,rank,0.13895958243084863
2,4,Jerry Rice,24.0,0,5.0,rank,0.10513914471976822
2,5,Jerry Rice,23.0,0,5.0,rank,0.10533887576541426
2,6,Jerry Rice,23.0,0,4.0,rank,0.09130646244588307
2,7,Jerry Rice,20.5,0,4.0,rank,0.06952533600303284
2,8,Jerry Rice,26.666600000000003,0,3.0,rank,0.1
2,1,Giselle Fernandez,23.0,0,2.0,rank,0.09658908497685481
2,2,Giselle Fernandez,24.0,0,3.0,rank,0.09460564378179205
2,3,Giselle Fernandez,22.0,1,5.0,rank,0.012511903207524279
2,4,Giselle Fernandez,0.0,0,8.0,rank,0.13172989393176032
2,5,Giselle Fernandez,0.0,0,7.0,rank,0.1128667514607388
2,6,Giselle Fernandez,0.0,0,6.0,rank,0.12201677773838406
2,7,Giselle Fernandez,0.0,0,5.0,rank,0.12834042370913473
2,8,Giselle Fernandez,0.0,0,4.0,rank,0.1
2,1,Master P,12.0,0,10.0,rank,0.1397153112340516
2,2,Master P,16.0,0,9.0,rank,0.12070782931442323
2,3,Master P,14.0,0,8.0,rank,0.13619840281940157
2,4,Master P,8.0,1,7.0,rank,0.017396051078099196
2,5,Master P,0.0,0,7.0,rank,0.11771114997833616
2,6,Master P,0.0,0,6.0,rank,0.11473310329370723
2,7,Master P,0.0,0,5.0,rank,0.10853057358463426
2,8,Master P,0.0,0,4.0,rank,0.1
2,1,Drew Lachey,24.0,0,1.0,rank,0.09992153367512029
2,2,Drew Lachey,27.0,0,2.0,rank,0.09502143240735818
2,3,Drew Lachey,27.0,0,1.0,rank,0.07363385539712798
2,4,Drew Lachey,28.0,0,1.0,rank,0.10372468023412362
2,5,Drew Lachey,27.0,0,2.0,rank,0.10108346500902701
2,6,Drew Lachey,30.0,0,1.0,rank,0.09246998405096744
2,7,Drew Lachey,27.5,0,1.0,rank,0.10185575733839468
2,8,Drew Lachey,28.9998,0,1.0,rank,0.1
2,1,Kenny Mayne,13.0,1,9.0,rank,0.025054177132918763
2,2,Kenny Mayne,0.0,0,10.0,rank,0.1389977021148305
2,3,Kenny Mayne,0.0,0,9.0,rank,0.14562723287300142
2,4,Kenny Mayne,0.0,0,8.0,rank,0.10547202314466765
2,5,Kenny Mayne,0.0,0,7.0,rank,0.11029031195288831
2,6,Kenny Mayne,0.0,0,6.0,rank,0.11903143078983887
2,7,Kenny Mayne,0.0,0,5.0,rank,0.11038723610761376
2,8,Kenny Mayne,0.0,0,4.0,rank,0.1
3,1,Harry Hamlin,17.0,0,0.08018867924528301,percent,0.10006782250235849
3,2,Harry Hamlin,21.0,0,0.09130434782608696,percent,0.1048618751789711
3,3,Harry Hamlin,22.0,1,0.10628019323671498,percent,0.00878050357483441
3,4,Harry Hamlin,0.0,0,0.0,percent,0.2184304987013564
3,5,Harry Hamlin,0.0,0,0.0,percent,0.09523809523809523
3,6,Harry Hamlin,0.0,0,0.0,percent,0.09090909090909091
3,7,Harry Hamlin,0.0,0,0.0,percent,0.09523809523809523
3,8,Harry Hamlin,0.0,0,0.0,percent,0.09523809523809523
3,9,Harry Hamlin,0.0,0,0.0,percent,0.09090909090909091
3,10,Harry Hamlin,0.0,0,0.0,percent,0.09090909090909091
3,1,Vivica A. Fox,22.0,0,0.10377358490566038,percent,0.0950215390724614
3,2,Vivica A. Fox,24.0,0,0.10434782608695652,percent,0.09417783850126303
3,3,Vivica A. Fox,27.0,0,0.13043478260869565,percent,0.06878120999068907
3,4,Vivica A. Fox,24.0,1,0.12121212121212122,percent,0.0051866132991397005
3,5,Vivica A. Fox,0.0,0,0.0,percent,0.09523809523809523
3,6,Vivica A. Fox,0.0,0,0.0,percent,0.09090909090909091
3,7,Vivica A. Fox,0.0,0,0.0,percent,0.09523809523809523
3,8,Vivica A. Fox,0.0,0,0.0,percent,0.09523809523809523
3,9,Vivica A. Fox,0.0,0,0.0,percent,0.09090909090909091
3,10,Vivica A. Fox,0.0,0,0.0,percent,0.09090909090909091
3,1,Monique Coleman,19.0,0,0.08962264150943396,percent,0.09596607313468083
3,2,Monique Coleman,26.0,0,0.11304347826086956,percent,0.08191246516572506
3,3,Monique Coleman,27.0,0,0.13043478260869565,percent,0.07606081670430398
3,4,Monique Coleman,24.0,0,0.12121212121212122,percent,0.06554514868919675
3,5,Monique Coleman,27.0,0,0.14917127071823205,percent,0.09523809523809523
3,6,Monique Coleman,23.0,0,0.19491525423728814,percent,0.09090909090909091
3,7,Monique Coleman,27.0,0,0.2,percent,0.09523809523809523
3,8,Monique Coleman,26.5,1,0.24311926605504589,percent,0.047619047619047616
3,9,Monique Coleman,0.0,0,0.0,percent,0.09090909090909091
3,10,Monique Coleman,0.0,0,0.0,percent,0.09090909090909091
3,1,Joey Lawrence,21.0,0,0.09905660377358491,percent,0.09318971078079753
3,2,Joey Lawrence,29.0,0,0.12608695652173912,percent,0.08489890673870713
3,3,Joey Lawrence,22.0,0,0.10628019323671498,percent,0.07863785651088458
3,4,Joey Lawrence,27.0,0,0.13636363636363635,percent,0.09731702693160008
3,5,Joey Lawrence,25.0,0,0.13812154696132597,percent,0.09523809523809523
3,6,Joey Lawrence,24.0,0,0.2033898305084746,percent,0.09090909090909091
3,7,Joey Lawrence,28.5,0,0.2111111111111111,percent,0.09523809523809523
3,8,Joey Lawrence,27.0,0,0.24770642201834864,percent,0.09523809523809523
3,9,Joey Lawrence,29.5,0,0.3333333333333333,percent,0.09090909090909091
3,10,Joey Lawrence,0.0,0,0.0,percent,0.09090909090909091
3,1,Mario Lopez,26.0,0,0.12264150943396226,percent,0.0963327186641257
3,2,Mario Lopez,21.0,0,0.09130434782608696,percent,0.09498165546470844
3,3,Mario Lopez,22.0,0,0.10628019323671498,percent,0.08611933383037484
3,4,Mario Lopez,29.0,0,0.14646464646464646,percent,0.05841924189520733
3,5,Mario Lopez,27.0,0,0.14917127071823205,percent,0.09523809523809523
3,6,Mario Lopez,28.0,0,0.23728813559322035,percent,0.09090909090909091
3,7,Mario Lopez,28.0,0,0.2074074074074074,percent,0.09523809523809523
3,8,Mario Lopez,28.5,0,0.26146788990825687,percent,0.09523809523809523
3,9,Mario Lopez,29.5,0,0.3333333333333333,percent,0.09090909090909091
3,10,Mario Lopez,29.666600000000003,0,0.5,percent,0.09090909090909091
3,1,Emmitt Smith,24.0,0,0.11320754716981132,percent,0.09719714410807492
3,2,Emmitt Smith,24.0,0,0.10434782608695652,percent,0.087422840352983
3,3,Emmitt Smith,19.0,0,0.09178743961352658,percent,0.08670848799065539
3,4,Emmitt Smith,24.0,0,0.12121212121212122,percent,0.07140547548640584
3,5,Emmitt Smith,27.0,0,0.14917127071823205,percent,0.09523809523809523
3,6,Emmitt Smith,25.0,0,0.211864406779661,percent,0.09090909090909091
3,7,Emmitt Smith,28.5,0,0.2111111111111111,percent,0.09523809523809523
3,8,Emmitt Smith,27.0,0,0.24770642201834864,percent,0.09523809523809523
3,9,Emmitt Smith,29.5,0,0.3333333333333333,percent,0.09090909090909091
3,10,Emmitt Smith,29.666600000000003,0,0.5,percent,0.09090909090909091
3,1,Shanna Moakler,18.0,0,0.08490566037735849,percent,0.0963499081176355
3,2,Shanna Moakler,22.0,1,0.09565217391304348,percent,0.008696445023831519
3,3,Shanna Moakler,0.0,0,0.0,percent,0.17859748357187324
3,4,Shanna Moakler,0.0,0,0.0,percent,0.18608389958554075
3,5,Shanna Moakler,0.0,0,0.0,percent,0.09523809523809523
3,6,Shanna Moakler,0.0,0,0.0,percent,0.09090909090909091
3,7,Shanna Moakler,0.0,0,0.0,percent,0.09523809523809523
3,8,Shanna Moakler,0.0,0,0.0,percent,0.09523809523809523
3,9,Shanna Moakler,0.0,0,0.0,percent,0.09090909090909091
3,10,Shanna Moakler,0.0,0,0.0,percent,0.09090909090909091
3,1,Willa Ford,22.0,0,0.10377358490566038,percent,0.09848845955395097
3,2,Willa Ford,23.0,0,0.1,percent,0.06673145970181675
3,3,Willa Ford,22.0,0,0.10628019323671498,percent,0.06384209735577906
3,4,Willa Ford,28.0,0,0.1414141414141414,percent,0.05922392122169837
3,5,Willa Ford,27.0,1,0.14917127071823205,percent,0.047619047619047616
3,6,Willa Ford,0.0,0,0.0,percent,0.09090909090909091
3,7,Willa Ford,0.0,0,0.0,percent,0.09523809523809523
3,8,Willa Ford,0.0,0,0.0,percent,0.09523809523809523
3,9,Willa Ford,0.0,0,0.0,percent,0.09090909090909091
3,10,Willa Ford,0.0,0,0.0,percent,0.09090909090909091
3,1,Sara Evans,15.0,0,0.07075471698113207,percent,0.10820189255912972
3,2,Sara Evans,21.0,0,0.09130434782608696,percent,0.08383643307185246
3,3,Sara Evans,25.0,0,0.12077294685990338,percent,0.07147708677890688
3,4,Sara Evans,20.0,0,0.10101010101010101,percent,0.04245108341087206
3,5,Sara Evans,24.0,0,0.13259668508287292,percent,0.09523809523809523
3,6,Sara Evans,0.0,0,0.0,percent,0.09090909090909091
3,7,Sara Evans,0.0,0,0.0,percent,0.09523809523809523
3,8,Sara Evans,0.0,0,0.0,percent,0.09523809523809523
3,9,Sara Evans,0.0,0,0.0,percent,0.09090909090909091
3,10,Sara Evans,0.0,0,0.0,percent,0.09090909090909091
3,1,Jerry Springer,16.0,0,0.07547169811320754,percent,0.0996529089387612
3,2,Jerry Springer,19.0,0,0.08260869565217391,percent,0.10158318350812846
3,3,Jerry Springer,21.0,0,0.10144927536231885,percent,0.10326066690714172
3,4,Jerry Springer,22.0,0,0.1111111111111111,percent,0.0372379073401546
3,5,Jerry Springer,24.0,0,0.13259668508287292,percent,0.09523809523809523
3,6,Jerry Springer,18.0,0,0.15254237288135594,percent,0.09090909090909091
3,7,Jerry Springer,23.0,1,0.17037037037037037,percent,0.047619047619047616
3,8,Jerry Springer,0.0,0,0.0,percent,0.09523809523809523
3,9,Jerry Springer,0.0,0,0.0,percent,0.09090909090909091
3,10,Jerry Springer,0.0,0,0.0,percent,0.09090909090909091
3,1,Tucker Carlson,12.0,1,0.05660377358490566,percent,0.01953182256802375
3,2,Tucker Carlson,0.0,0,0.0,percent,0.1908968972920131
3,3,Tucker Carlson,0.0,0,0.0,percent,0.1777344567845568
3,4,Tucker Carlson,0.0,0,0.0,percent,0.15869918343882827
3,5,Tucker Carlson,0.0,0,0.0,percent,0.09523809523809523
3,6,Tucker Carlson,0.0,0,0.0,percent,0.09090909090909091
3,7,Tucker Carlson,0.0,0,0.0,percent,0.09523809523809523
3,8,Tucker Carlson,0.0,0,0.0,percent,0.09523809523809523
3,9,Tucker Carlson,0.0,0,0.0,percent,0.09090909090909091
3,10,Tucker Carlson,0.0,0,0.0,percent,0.09090909090909091
4,1,John Ratzenberger,17.0,0,0.0825242718446602,percent,0.09090909090909091
4,2,John Ratzenberger,21.0,0,0.08571428571428572,percent,0.09893503922922472
4,3,John Ratzenberger,20.0,0,0.09174311926605505,percent,0.10306567833936338
4,4,John Ratzenberger,16.0,0,0.08421052631578947,percent,0.08929035838294686
4,5,John Ratzenberger,18.0,0,0.10227272727272728,percent,0.07720176301361967
4,6,John Ratzenberger,19.0,0,0.11176470588235295,percent,0.09523809523809523
4,7,John Ratzenberger,22.5,1,0.14563106796116504,percent,0.047619047619047616
4,8,John Ratzenberger,0.0,0,0.0,percent,0.09523809523809523
4,9,John Ratzenberger,0.0,0,0.0,percent,0.09523809523809523
4,10,John Ratzenberger,0.0,0,0.0,percent,0.09090909090909091
4,1,Ian Ziering,21.0,0,0.10194174757281553,percent,0.09090909090909091
4,2,Ian Ziering,22.0,0,0.08979591836734693,percent,0.09753975167258667
4,3,Ian Ziering,24.0,0,0.11009174311926606,percent,0.07875773143442018
4,4,Ian Ziering,24.0,0,0.12631578947368421,percent,0.07193606725443333
4,5,Ian Ziering,24.0,0,0.13636363636363635,percent,0.08500373820292068
4,6,Ian Ziering,24.0,0,0.1411764705882353,percent,0.09523809523809523
4,7,Ian Ziering,27.0,0,0.17475728155339806,percent,0.09523809523809523
4,8,Ian Ziering,23.5,0,0.18725099601593626,percent,0.09523809523809523
4,9,Ian Ziering,29.0,1,0.24472573839662448,percent,0.047619047619047616
4,10,Ian Ziering,0.0,0,0.0,percent,0.09090909090909091
4,1,Clyde Drexler,16.0,0,0.07766990291262135,percent,0.09090909090909091
4,2,Clyde Drexler,18.0,0,0.07346938775510205,percent,0.10161070382283971
4,3,Clyde Drexler,16.0,0,0.07339449541284404,percent,0.10755482802971575
4,4,Clyde Drexler,15.0,0,0.07894736842105263,percent,0.09972512452859272
4,5,Clyde Drexler,13.0,1,0.07386363636363637,percent,0.014055846156218566
4,6,Clyde Drexler,0.0,0,0.0,percent,0.09523809523809523
4,7,Clyde Drexler,0.0,0,0.0,percent,0.09523809523809523
4,8,Clyde Drexler,0.0,0,0.0,percent,0.09523809523809523
4,9,Clyde Drexler,0.0,0,0.0,percent,0.09523809523809523
4,10,Clyde Drexler,0.0,0,0.0,percent,0.09090909090909091
4,1,Laila Ali,23.0,0,0.11165048543689321,percent,0.09090909090909091
4,2,Laila Ali,27.0,0,0.11020408163265306,percent,0.09303023282099762
4,3,Laila Ali,21.0,0,0.0963302752293578,percent,0.0852389415039968
4,4,Laila Ali,21.0,0,0.11052631578947368,percent,0.07270451980753996
4,5,Laila Ali,28.0,0,0.1590909090909091,percent,0.06844658748421496
4,6,Laila Ali,28.0,0,0.16470588235294117,percent,0.09523809523809523
4,7,Laila Ali,29.5,0,0.19093851132686085,percent,0.09523809523809523
4,8,Laila Ali,26.5,0,0.21115537848605578,percent,0.09523809523809523
4,9,Laila Ali,30.0,0,0.25316455696202533,percent,0.09523809523809523
4,10,Laila Ali,28.3332,0,0.3281854310465651,percent,0.09090909090909091
4,1,Apolo Anton Ohno,21.0,0,0.10194174757281553,percent,0.09090909090909091
4,2,Apolo Anton Ohno,26.0,0,0.10612244897959183,percent,0.0961355782667057
4,3,Apolo Anton Ohno,23.0,0,0.10550458715596331,percent,0.0889069843627776
4,4,Apolo Anton Ohno,26.0,0,0.1368421052631579,percent,0.07445070864808856
4,5,Apolo Anton Ohno,30.0,0,0.17045454545454544,percent,0.06752229563823904
4,6,Apolo Anton Ohno,28.0,0,0.16470588235294117,percent,0.09523809523809523
4,7,Apolo Anton Ohno,27.0,0,0.17475728155339806,percent,0.09523809523809523
4,8,Apolo Anton Ohno,29.0,0,0.23107569721115537,percent,0.09523809523809523
4,9,Apolo Anton Ohno,29.5,0,0.2489451476793249,percent,0.09523809523809523
4,10,Apolo Anton Ohno,29.3332,0,0.3397685007685367,percent,0.09090909090909091
4,1,Shandi Finnessey,19.0,0,0.09223300970873786,percent,0.09090909090909091
4,2,Shandi Finnessey,20.0,0,0.08163265306122448,percent,0.1039175863030527
4,3,Shandi Finnessey,21.0,1,0.0963302752293578,percent,0.010147312983722932
4,4,Shandi Finnessey,0.0,0,0.0,percent,0.15937268410013963
4,5,Shandi Finnessey,0.0,0,0.0,percent,0.15430889220741387
4,6,Shandi Finnessey,0.0,0,0.0,percent,0.09523809523809523
4,7,Shandi Finnessey,0.0,0,0.0,percent,0.09523809523809523
4,8,Shandi Finnessey,0.0,0,0.0,percent,0.09523809523809523
4,9,Shandi Finnessey,0.0,0,0.0,percent,0.09523809523809523
4,10,Shandi Finnessey,0.0,0,0.0,percent,0.09090909090909091
4,1,Paulina Porizkova,19.0,0,0.09223300970873786,percent,0.09090909090909091
4,2,Paulina Porizkova,21.0,1,0.08571428571428572,percent,0.010502552331986903
4,3,Paulina Porizkova,0.0,0,0.0,percent,0.17938057873077282
4,4,Paulina Porizkova,0.0,0,0.0,percent,0.17166065133265532
4,5,Paulina Porizkova,0.0,0,0.0,percent,0.15731762411369538
4,6,Paulina Porizkova,0.0,0,0.0,percent,0.09523809523809523
4,7,Paulina Porizkova,0.0,0,0.0,percent,0.09523809523809523
4,8,Paulina Porizkova,0.0,0,0.0,percent,0.09523809523809523
4,9,Paulina Porizkova,0.0,0,0.0,percent,0.09523809523809523
4,10,Paulina Porizkova,0.0,0,0.0,percent,0.09090909090909091
4,1,Heather Mills,18.0,0,0.08737864077669903,percent,0.09090909090909091
4,2,Heather Mills,24.0,0,0.09795918367346938,percent,0.0961804577945953
4,3,Heather Mills,24.0,0,0.11009174311926606,percent,0.06508389928486508
4,4,Heather Mills,23.0,0,0.12105263157894737,percent,0.07456972702856925
4,5,Heather Mills,21.0,0,0.11931818181818182,percent,0.08448447642187727
4,6,Heather Mills,23.0,1,0.13529411764705881,percent,0.047619047619047616
4,7,Heather Mills,0.0,0,0.0,percent,0.09523809523809523
4,8,Heather Mills,0.0,0,0.0,percent,0.09523809523809523
4,9,Heather Mills,0.0,0,0.0,percent,0.09523809523809523
4,10,Heather Mills,0.0,0,0.0,percent,0.09090909090909091
4,1,Billy Ray Cyrus,13.0,0,0.06310679611650485,percent,0.09090909090909091
4,2,Billy Ray Cyrus,21.0,0,0.08571428571428572,percent,0.10450658323503596
4,3,Billy Ray Cyrus,21.0,0,0.0963302752293578,percent,0.09637297989964838
4,4,Billy Ray Cyrus,21.0,0,0.11052631578947368,percent,0.0935383779512945
4,5,Billy Ray Cyrus,17.0,0,0.09659090909090909,percent,0.06779487714913965
4,6,Billy Ray Cyrus,21.0,0,0.12352941176470589,percent,0.09523809523809523
4,7,Billy Ray Cyrus,19.0,0,0.12297734627831715,percent,0.09523809523809523
4,8,Billy Ray Cyrus,19.0,1,0.15139442231075698,percent,0.047619047619047616
4,9,Billy Ray Cyrus,0.0,0,0.0,percent,0.09523809523809523
4,10,Billy Ray Cyrus,0.0,0,0.0,percent,0.09090909090909091
4,1,Joey Fatone,24.0,0,0.11650485436893204,percent,0.09090909090909091
4,2,Joey Fatone,24.0,0,0.09795918367346938,percent,0.0911884552302573
4,3,Joey Fatone,24.0,0,0.11009174311926606,percent,0.0880112047093006
4,4,Joey Fatone,28.0,0,0.14736842105263157,percent,0.07982114003082616
4,5,Joey Fatone,25.0,0,0.14204545454545456,percent,0.0700479515065334
4,6,Joey Fatone,27.0,0,0.1588235294117647,percent,0.09523809523809523
4,7,Joey Fatone,29.5,0,0.19093851132686085,percent,0.09523809523809523
4,8,Joey Fatone,27.5,0,0.21912350597609562,percent,0.09523809523809523
4,9,Joey Fatone,30.0,0,0.25316455696202533,percent,0.09523809523809523
4,10,Joey Fatone,28.6665,0,0.33204606818489824,percent,0.09090909090909091
4,1,Leeza Gibbons,15.0,0,0.07281553398058252,percent,0.09090909090909091
4,2,Leeza Gibbons,21.0,0,0.08571428571428572,percent,0.10645305929271778
4,3,Leeza Gibbons,24.0,0,0.11009174311926606,percent,0.09747986072141633
4,4,Leeza Gibbons,16.0,1,0.08421052631578947,percent,0.012930640934913648
4,5,Leeza Gibbons,0.0,0,0.0,percent,0.15381594810612756
4,6,Leeza Gibbons,0.0,0,0.0,percent,0.09523809523809523
4,7,Leeza Gibbons,0.0,0,0.0,percent,0.09523809523809523
4,8,Leeza Gibbons,0.0,0,0.0,percent,0.09523809523809523
4,9,Leeza Gibbons,0.0,0,0.0,percent,0.09523809523809523
4,10,Leeza Gibbons,0.0,0,0.0,percent,0.09090909090909091
5,1,Cameron Mathison,21.0,0,0.08171206225680934,percent,0.08818783870642632
5,2,Cameron Mathison,21.0,0,0.08823529411764706,percent,0.07933959917127961
5,3,Cameron Mathison,23.0,0,0.09623430962343096,percent,0.0726386418432717
5,4,Cameron Mathison,27.0,0,0.11538461538461539,percent,0.07175922777229969
5,5,Cameron Mathison,26.0,0,0.1306532663316583,percent,0.032451824230104225
5,6,Cameron Mathison,25.0,0,0.1388888888888889,percent,0.08695652173913043
5,7,Cameron Mathison,25.5,0,0.16346153846153846,percent,0.08695652173913043
5,8,Cameron Mathison,25.5,1,0.19391634980988592,percent,0.043478260869565216
5,9,Cameron Mathison,0.0,0,0.0,percent,0.08695652173913043
5,10,Cameron Mathison,0.0,0,0.0,percent,0.08333333333333333
5,1,Jane Seymour,24.0,0,0.0933852140077821,percent,0.08886673672954147
5,2,Jane Seymour,21.0,0,0.08823529411764706,percent,0.07938262307666843
5,3,Jane Seymour,27.0,0,0.11297071129707113,percent,0.06247609750972745
5,4,Jane Seymour,26.0,0,0.1111111111111111,percent,0.07907362498614562
5,5,Jane Seymour,26.0,0,0.1306532663316583,percent,0.10584065491680336
5,6,Jane Seymour,22.0,0,0.12222222222222222,percent,0.08695652173913043
5,7,Jane Seymour,25.0,1,0.16025641025641027,percent,0.043478260869565216
5,8,Jane Seymour,0.0,0,0.0,percent,0.08695652173913043
5,9,Jane Seymour,0.0,0,0.0,percent,0.08695652173913043
5,10,Jane Seymour,0.0,0,0.0,percent,0.08333333333333333
5,1,Sabrina Bryan,26.0,0,0.10116731517509728,percent,0.08765904367294655
5,2,Sabrina Bryan,26.0,0,0.1092436974789916,percent,0.07613857819267429
5,3,Sabrina Bryan,27.0,0,0.11297071129707113,percent,0.08044984803677181
5,4,Sabrina Bryan,30.0,0,0.1282051282051282,percent,0.04939302521612376
5,5,Sabrina Bryan,28.0,0,0.1407035175879397,percent,0.04710508327712927
5,6,Sabrina Bryan,25.0,1,0.1388888888888889,percent,0.043478260869565216
5,7,Sabrina Bryan,0.0,0,0.0,percent,0.08695652173913043
5,8,Sabrina Bryan,0.0,0,0.0,percent,0.08695652173913043
5,9,Sabrina Bryan,0.0,0,0.0,percent,0.08695652173913043
5,10,Sabrina Bryan,0.0,0,0.0,percent,0.08333333333333333
5,1,Jennie Garth,21.0,0,0.08171206225680934,percent,0.08630792295930609
5,2,Jennie Garth,21.0,0,0.08823529411764706,percent,0.08571730080179683
5,3,Jennie Garth,26.0,0,0.1087866108786611,percent,0.06973668053562843
5,4,Jennie Garth,27.0,0,0.11538461538461539,percent,0.05281461365471903
5,5,Jennie Garth,25.0,0,0.12562814070351758,percent,0.044442886865707174
5,6,Jennie Garth,27.0,0,0.15,percent,0.08695652173913043
5,7,Jennie Garth,26.5,0,0.16987179487179488,percent,0.08695652173913043
5,8,Jennie Garth,25.0,0,0.19011406844106463,percent,0.08695652173913043
5,9,Jennie Garth,29.0,1,0.24786324786324787,percent,0.043478260869565216
5,10,Jennie Garth,0.0,0,0.0,percent,0.08333333333333333
5,1,Floyd Mayweather Jr. ,18.0,0,0.07003891050583658,percent,0.0968304041524185
5,2,Floyd Mayweather Jr. ,21.0,0,0.08823529411764706,percent,0.08162212069975189
