season,week,w_judge,w_fan,disagreement,correlation
16,7,0.39142857142857146,0.6085714285714285,0.7714285714285715,-0.5428571428571429
16,8,0.44793650793650797,0.552063492063492,0.4857142857142857,0.028571428571428574
16,9,0.5761604451035649,0.4238395548964351,0.16655703557232487,0.6668859288553503
16,10,0.6484537420613656,0.3515462579386344,0.02565835097474306,0.9486832980505139
17,1,0.5784210331234686,0.4215789668765314,0.0035088152811809104,0.9929823694376382
17,2,0.5130099098206431,0.4869900901793569,0.16664464484301544,0.6667107103139691
17,3,0.45851500728936523,0.5414849927106348,0.305522206023633,0.388955587952734
17,4,0.41698443373572636,0.5830155662642736,0.44209339758564137,0.11581320482871724
17,5,0.4021998491987596,0.5978001508012404,0.5788009048074417,-0.1576018096148834
17,6,0.43999999999999995,0.56,0.4,0.2
17,7,0.5453024947075771,0.4546975052924229,0.18377223398316206,0.6324555320336759
17,8,0.6244537420613656,0.3755462579386344,0.02565835097474306,0.9486832980505139
17,9,0.5315000000000001,0.46849999999999997,0.25,0.5
17,10,0.372,0.628,1.0,-0.9999999999999999
17,11,0.5,0.5,0.0,1.0
18,1,0.5768308276230247,0.4231691723769753,0.00704260528216738,0.9859147894356652
18,2,0.52264040999828,0.47735959000172,0.14721884197913088,0.7055623160417382
18,3,0.5451146571739187,0.45488534282608134,0.11702915689746474,0.7659416862050705
18,4,0.5810714392752243,0.4189285607247757,0.056878283092094195,0.8862434338158116
18,5,0.48057043527790244,0.5194295647220976,0.29996693395034024,0.40006613209931946
18,6,0.5103256550129752,0.4896743449870248,0.2535973098477094,0.4928053803045812
18,7,0.5658333333333333,0.4341666666666667,0.15000000000000002,0.7
18,8,0.6184683401972033,0.38153165980279674,0.05278640450004207,0.8944271909999159
18,9,0.5386111111111112,0.4613888888888889,0.25,0.5
18,10,0.38,0.62,1.0,-0.9999999999999999
19,1,0.548036135393727,0.451963864606273,0.07103081023616237,0.8579383795276753
19,2,0.5074127904199355,0.49258720958006447,0.17908268795569887,0.6418346240886023
19,3,0.513064268082901,0.48693573191709905,0.18430162648244247,0.6313967470351151
19,4,0.5595479464729791,0.4404520535270208,0.09878234117115736,0.8024353176576853
19,5,0.58658333698824,0.41341666301176005,0.056481473359466794,0.8870370532810664
19,6,0.4373905785374298,0.5626094214625702,0.41565652877542103,0.168686942449158
19,7,0.44026190476190474,0.5597380952380953,0.4464285714285714,0.10714285714285716
19,8,0.4179047619047619,0.5820952380952381,0.6285714285714286,-0.2571428571428572
19,9,0.38748459612836594,0.6125154038716341,0.859092423229804,-0.7181848464596079
19,10,0.3886666666666667,0.6113333333333333,0.8999999999999999,-0.7999999999999999
19,11,0.5475,0.4525,0.25,0.5
20,1,0.5668387918668765,0.43316120813312353,0.029247129184719056,0.9415057416305619
20,2,0.39457090873426726,0.6054290912657327,0.48590788092772974,0.02818423814454053
20,3,0.39452546772124375,0.6054745322787563,0.5395138603392042,-0.0790277206784084
20,4,0.35839564312673056,0.6416043568732694,0.8096261412396175,-0.619252282479235
20,5,0.3897703095375461,0.6102296904624539,0.6747114761080565,-0.3494229522161129
20,6,0.42026996558864815,0.5797300344113518,0.545046873134778,-0.09009374626955591
20,7,0.4268585018943917,0.5731414981056083,0.55884898863365,-0.11769797726729993
20,8,0.5747222222222221,0.4252777777777778,0.15000000000000002,0.7
20,9,0.45444444444444443,0.5455555555555556,0.5,0.0
20,10,0.6599999999999999,0.34,5.551115123125783e-17,0.9999999999999999
21,1,0.5725134271691952,0.4274865728308049,0.016636828512899715,0.9667263429742006
21,2,0.41274218336686674,0.5872578166331333,0.3894618147402963,0.22107637051940748
21,3,0.41051240294418356,0.5894875970558164,0.43292558233489853,0.1341488353302029
21,4,0.4514680369494741,0.5485319630505259,0.3389599178900575,0.32208016421988495
21,5,0.5729314771620334,0.4270685228379666,0.08681893963992571,0.8263621207201486
21,6,0.5136559778158208,0.48634402218417916,0.23632004929817585,0.5273599014036483
21,7,0.4508151683316147,0.5491848316683853,0.3937440703741896,0.21251185925162072
21,8,0.546,0.45399999999999996,0.2,0.6
21,9,0.4385492287217545,0.5614507712782455,0.552704627669473,-0.10540925533894598
21,10,0.6519999999999999,0.34800000000000003,5.551115123125783e-17,0.9999999999999999
21,11,0.5,0.5,0.0,1.0
22,1,0.5740201877849225,0.4259798122150776,0.013288471589061324,0.9734230568218774
22,2,0.5315310031039573,0.46846899689604277,0.12746196841095925,0.7450760631780815
22,3,0.4755731831652861,0.5244268168347139,0.2715657658055372,0.4568684683889256
22,4,0.5631856809389266,0.43681431906107343,0.0966244127283114,0.8067511745433772
22,5,0.4767846464133102,0.5232153535866898,0.30837979809387855,0.3832404038122429
22,6,0.5958405456568376,0.40415945434316236,0.06356421952801516,0.8728715609439697
22,7,0.5381173616620016,0.4618826383379983,0.21159104815851476,0.5768179036829705
22,8,0.46339124806605414,0.5366087519339459,0.3974021647914846,0.20519567041703085
22,9,0.37111111111111106,0.6288888888888889,1.0,-1.0
22,10,0.6599999999999999,0.34,5.551115123125783e-17,0.9999999999999999
23,1,0.5781378990176747,0.4218621009823253,0.0041380021829451885,0.9917239956341096
23,2,0.564159712871185,0.435840287128815,0.05297841584181112,0.8940431683163778
23,3,0.39626799673418867,0.6037320032658113,0.5183920195948681,-0.03678403918973623
23,4,0.4565476393169796,0.5434523606830204,0.3276719126289342,0.3446561747421316
23,5,0.4073182587660319,0.5926817412339681,0.5480904474038085,-0.09618089480761699
23,6,0.47045045450053535,0.5295495454994646,0.33233232333214374,0.3353353533357125
23,7,0.44692669142844,0.55307330857156,0.40643985142936,0.18712029714127995
23,8,0.4321904761904761,0.5678095238095239,0.5428571428571428,-0.08571428571428573
23,9,0.5613024947075771,0.4386975052924229,0.18377223398316206,0.6324555320336759
23,10,0.40262870566386033,0.5973712943361397,0.816227766016838,-0.632455532033676
23,11,0.38,0.62,1.0,-0.9999999999999999
24,1,0.5780245447309501,0.4219754552690499,0.004389900597888685,0.9912201988042226
24,2,0.5484687408506141,0.45153125914938586,0.08982255119616617,0.8203548976076677
24,3,0.46223108369429466,0.5377689163057053,0.30121487574107375,0.39757024851785244
24,4,0.4254067064582937,0.5745932935417063,0.407559761250238,0.18488047749952394
24,5,0.410904713809467,0.589095286190533,0.5479050504765304,-0.09581010095306072
24,6,0.38611111111111107,0.6138888888888889,0.75,-0.5
24,7,0.43425095401811487,0.5657490459818851,0.5144942758913112,-0.02898855178262242
24,8,0.5297222222222222,0.4702777777777778,0.25,0.49999999999999994
24,9,0.421111111111111,0.578888888888889,0.7,-0.39999999999999997
24,10,0.5475,0.4525,0.25,0.5
25,1,0.5768913185762352,0.42310868142376484,0.006908180941699704,0.9861836381166006
25,2,0.47341695711974696,0.526583042880253,0.2566042928203155,0.48679141435936907
25,3,0.5480577290824669,0.4519422709175332,0.1104889971006911,0.7790220057986178
25,4,0.548950659234034,0.45104934076596603,0.12825779429473938,0.7434844114105212
25,5,0.43009376631310237,0.5699062336868976,0.43277073545471856,0.13445852909056286
25,6,0.43882275615242505,0.561177243847575,0.4337301297521165,0.13253974049576697
25,7,0.5965462636618768,0.40345373633812326,0.08174904371434794,0.8365019125713041
25,8,0.4538888888888889,0.5461111111111111,0.45,0.09999999999999999
25,9,0.5161111111111111,0.4838888888888889,0.30000000000000004,0.39999999999999997
25,10,0.3911645496846301,0.6088354503153699,0.9330127018922194,-0.8660254037844387
26,1,0.5366590212458495,0.4633409787541505,0.09631328612033446,0.8073734277593311
26,2,0.4498597573654143,0.5501402426345857,0.3484597984472275,0.30308040310554496
26,3,0.5322593922040442,0.46774060779595583,0.224608758065087,0.550782483869826
26,4,0.6599999999999999,0.34,0.0,1.0
27,1,0.4897623746819284,0.5102376253180716,0.20052805626238135,0.5989438874752373
27,2,0.4283818533683599,0.5716181466316401,0.35915143695920027,0.2816971260815995
27,3,0.4443149238481592,0.5556850761518408,0.34596683589297955,0.3080663282140409
27,4,0.47143453367298305,0.528565466327017,0.30792325850448216,0.3841534829910357
27,5,0.4303619559353815,0.5696380440646185,0.4578282643877105,0.084343471224579
27,6,0.5266265574639004,0.47337344253609953,0.22971876119133228,0.5405624776173354
27,7,0.48250000000000004,0.5175,0.35,0.3
27,8,0.40062870566386033,0.5993712943361397,0.816227766016838,-0.632455532033676
27,9,0.6599999999999999,0.34,5.551115123125783e-17,0.9999999999999999
28,1,0.578816819143398,0.42118318085660195,0.002629290792448835,0.9947414184151023
28,2,0.4418093749948939,0.5581906250051061,0.32486805556690235,0.35026388886619525
28,3,0.509618700869577,0.4903812991304231,0.1919584425120514,0.6160831149758972
28,4,0.3764719294105726,0.6235280705894274,0.6851684235365638,-0.37033684707312775
28,5,0.40482239626855177,0.5951776037314482,0.5630656223886892,-0.12613124477737825
28,6,0.35712822112047704,0.642871778879523,0.8972306732771373,-0.7944613465542746
28,7,0.41466666666666663,0.5853333333333334,0.6,-0.19999999999999998
28,8,0.5235000000000001,0.4765,0.25,0.5
28,9,0.644,0.356,5.551115123125783e-17,0.9999999999999999
28,10,0.5,0.5,0.0,1.0
29,1,0.573076565627388,0.42692343437261204,0.015385409716915655,0.9692291805661687
29,2,0.5420268431650319,0.45797315683496814,0.10216257074437374,0.7956748585112525
29,3,0.5108124147285111,0.48918758527148887,0.1893057450477531,0.6213885099044938
29,4,0.48605885645793867,0.5139411435420613,0.26209143009346975,0.4758171398130605
29,5,0.5074377579516882,0.49256224204831184,0.23236053788513744,0.5352789242297251
29,6,0.3993632930199056,0.6006367069800944,0.6438202418805662,-0.2876404837611323
29,7,0.5868714106438897,0.4131285893561103,0.0913968652358007,0.8172062695283986
29,8,0.4758674973140803,0.5241325026859197,0.3558500059687105,0.2882999880625789
29,9,0.5845127805321406,0.41548721946785944,0.13219382103968774,0.7356123579206245
29,10,0.46850949025070154,0.5314905097492985,0.4209430584957905,0.15811388300841897
29,11,0.4633333333333334,0.5366666666666666,0.5,0.0
30,1,0.5724946725106491,0.4275053274893509,0.016678505531890875,0.9666429889362183
30,2,0.5539739706267376,0.4460260293732624,0.07758870724922518,0.8448225855015496
30,3,0.4032004502534666,0.5967995497465334,0.4874639651458671,0.025072069708265754
30,4,0.47419870850333656,0.5258012914966634,0.29437324036295587,0.41125351927408826
30,5,0.4192871618979883,0.5807128381020117,0.49761036194540303,0.004779276109193974
30,6,0.5898916760502513,0.4101083239497488,0.07678392976487391,0.8464321404702522
30,7,0.543673095656986,0.45632690434301404,0.19924497261410518,0.6015100547717896
30,8,0.42753680630164437,0.5724631936983556,0.6081124955234671,-0.21622499104693418
30,9,0.5646181886426069,0.43538181135739307,0.19220649437445375,0.6155870112510925
30,10,0.6298557158514987,0.3701442841485013,0.06698729810778065,0.8660254037844387
31,1,0.5535240202651798,0.4464759797348202,0.05883551052182279,0.8823289789563544
31,2,0.4643422299784927,0.5356577700215073,0.2767703531342136,0.4464592937315727
31,3,0.4003744516176314,0.5996255483823686,0.5044199569608786,-0.008839913921757278
31,4,0.42643619979673575,0.5735638002032643,0.40138280121958586,0.19723439756082825
31,5,0.41011690506610754,0.5898830949338925,0.5526319029366877,-0.10526380587337558
31,6,0.46719633572533015,0.5328036642746699,0.3494402415980318,0.3011195168039364
31,7,0.4915295482081191,0.5084704517918809,0.31511952250047603,0.3697609549990479
31,8,0.46330990471279576,0.5366900952872042,0.3975829277987255,0.20483414440254896
31,9,0.5916238916432517,0.40837610835674837,0.13219382103968774,0.7356123579206245
31,10,0.636246117974981,0.36375388202501896,0.05278640450004207,0.8944271909999159
32,1,0.5752723991945854,0.4247276008054146,0.010505779567588025,0.978988440864824
32,2,0.405203612572273,0.594796387427727,0.41677832456636243,0.16644335086727516
32,3,0.4722316355136218,0.5277683644863782,0.2750408099697295,0.44991838006054097
32,4,0.41539862024801544,0.5846013797519846,0.4516082785119072,0.09678344297618552
32,5,0.4257888721112477,0.5742111278887523,0.43726676733251324,0.1254664653349735
32,6,0.42194444444444446,0.5780555555555555,0.5083333333333333,-0.016666666666666666
32,7,0.36907981885804886,0.6309201811419511,0.8735210868517069,-0.7470421737034139
32,8,0.4244523809523809,0.5755476190476191,0.5892857142857143,-0.1785714285714286
32,9,0.44971428571428573,0.5502857142857143,0.4857142857142857,0.028571428571428574
32,10,0.372,0.628,1.0,-0.9999999999999999
32,11,0.4369810194985968,0.5630189805014032,0.658113883008419,-0.316227766016838
33,1,0.5737748674726364,0.4262251325273636,0.013833627838585882,0.9723327443228282
33,2,0.43534646673315147,0.5646535332668485,0.3436745183707747,0.3126509632584507
33,3,0.4655504638478869,0.5344495361521131,0.29877674700469564,0.4024465059906087
33,4,0.4248017058867328,0.5751982941132672,0.43118976467960246,0.13762047064079508
33,5,0.5173061372490817,0.4826938627509183,0.22820858389092952,0.543582832218141
33,6,0.43792222769717304,0.562077772302827,0.4724666338169618,0.05506673236607644
33,7,0.48250000000000004,0.5175,0.35,0.3
33,8,0.4621174379449121,0.5378825620550879,0.447295372330527,0.10540925533894598
33,9,0.38,0.62,1.0,-1.0
34,1,0.5757566906879982,0.4242433093120018,0.009429576248893012,0.981140847502214
34,2,0.4073705839044709,0.5926294160955291,0.40377649657317455,0.1924470068536509
34,3,0.4770184737362668,0.5229815262637332,0.264403391697185,0.47119321660562996
34,4,0.38967322352206235,0.6103267764779376,0.6059606588676252,-0.2119213177352503
34,5,0.4667532251578388,0.5332467748421612,0.32277061076035835,0.3544587784792833
34,6,0.43560904873683914,0.5643909512631609,0.42634570757896456,0.1473085848420709
34,7,0.45165062298556014,0.5483493770144399,0.3918875044765329,0.21622499104693418
34,8,0.44416475863043703,0.555835241369563,0.47101144821737756,0.05797710356524484
34,9,0.45665028323958246,0.5433497167604175,0.44409830056250527,0.11180339887498948
34,10,0.5693024947075771,0.4306975052924229,0.183772233983162,0.632455532033676
34,11,0.38,0.62,1.0,-0.9999999999999999
